chisq,a11,a12,a13,a22,a23,a33,alpha,beta,r1,r2,bg,ct
29.44379367167963,7.8080981462467,15.878622743234354,0.8927329043587223,25.77120074636481,-117.72689409136471,-2.5104121638462242,143.98174354264347,0.012336,1.0,1.0,0.0,-0.7047568275278352
30.443939470167688,5.84000273056035,12.914122473102646,0.5975232903442822,21.446359578776892,-128.23384438539864,-2.57643385686681,132.52874890946183,0.012336,1.0,1.0,0.0,-0.87885729124773
30.44381689079358,6.24327439597474,12.36708267220609,0.9896419658562268,20.05181769305905,-85.08531978690115,-2.984439361496322,155.24889687650432,0.012336,1.0,1.0,0.0,-0.6237456065732585
30.443831524093167,8.413843548220605,16.83338194259937,3.1894466766667713,27.785273253544215,69.07776300177818,-2.96628629816403,157.89301802899473,0.012336,1.0,1.0,0.0,-0.566606844893822
30.485800115496613,7.12563319124315,13.544965955695066,2.1165506286501667,21.832337905634034,1.3457041060772212,-3.494813134305701,167.184432657577,0.012336,1.0,1.0,0.0,-0.5073153964601027
30.443788350571747,6.515229411910107,12.461603782340383,0.8379127731078668,19.905483650704916,-97.31166842690484,-2.935256266248539,160.81365918046853,0.012336,1.0,1.0,0.0,-0.5646967193295831
30.443803545198836,11.02876980175561,19.321621790113745,0.6815727725892855,29.581449656250122,-140.04417425778908,-2.349124271595268,176.08557129256113,0.012336,1.0,1.0,0.0,-0.37115072031827145
30.44378191294538,7.902256724994894,18.188174353166275,1.2328692356444537,31.57326565486605,-93.48769278135961,-2.4701643534173217,127.19685895920405,0.012336,1.0,1.0,0.0,-0.917833251169287
30.443954585630152,6.352537485006252,14.848349972011308,0.8840581223393955,25.423250231926552,-112.20134736125058,-2.546657594703265,126.27204246814576,0.012336,1.0,1.0,0.0,-0.9537106685685504
30.444682953253913,5.84000273056035,12.910871930781411,0.644698356311733,21.462663020642175,-124.06599598897104,-2.610655795320573,132.87001495797497,0.012336,1.0,1.0,0.0,-0.874978164092176
30.44379802884318,8.722337392271731,17.819652407175248,-1.5856015851398122,27.63798442438481,-331.72122391258,-0.5155205273193513,129.17229275075425,0.012336,1.0,1.0,0.0,-0.8517891357769826
30.4437072038171,8.129684833948517,16.0867841739648,3.132370902105749,26.4311395487401,73.69748680703837,-3.0117563205336793,161.38570517094794,0.012336,1.0,1.0,0.0,-0.5407670693942417
30.48409886579178,5.84000273056035,13.01070357656767,0.21635595262085316,21.455518034395666,-162.14867474454172,-2.2629865484334593,129.00061377838068,0.012336,1.0,1.0,0.0,-0.921404693903997
30.44386673039485,7.370594702072714,13.571076778034978,2.1093418335860985,21.63219956966725,2.6075551434017257,-3.494813134305701,178.1065666973161,0.012336,1.0,1.0,0.0,-0.41878589268527044
30.443881321589604,8.288392830517902,17.01273583019898,-1.5826725795355527,26.328719424604557,-326.25921759899927,-0.44665201160901,128.72629251331435,0.012336,1.0,1.0,0.0,-0.8616794124625837
30.30148898543202,9.543672214389218,16.03964205388572,0.35642179598471313,19.905483650704916,-97.17531849028236,-2.128156575924784,207.88141506938052,0.012336,1.0,1.0,0.0,-0.21154471992280977
30.443905249254254,8.733104634092475,17.82327180634976,-1.5896401487872642,27.63540228106976,-331.72122391258,-0.5149429958718859,129.2823425728154,0.012336,1.0,1.0,0.0,-0.8502083097337116
30.44381723412083,8.136377421632716,16.116823277449882,3.132221382540062,26.492606345155686,73.69748680703837,-3.0089862783303856,161.03450992595197,0.012336,1.0,1.0,0.0,-0.5437818514186404
30.443843378147555,7.382758428809395,13.587394773663455,2.118062709545476,21.654518490723564,3.23753769839783,-3.494813134305701,178.34330208899215,0.012336,1.0,1.0,0.0,-0.41690193877524573
30.443955092807453,8.491410603977037,17.679285593671228,2.4253204139390157,29.52051081725269,-0.4878923345983708,-3.1308214693319236,142.04303551207343,0.012336,1.0,1.0,0.0,-0.727772655744279
30.44387402468141,8.282090927311945,16.99120124932,-1.5837023232945424,26.287853538915453,-326.12183059854516,-0.44665201160901,128.77671962116585,0.012336,1.0,1.0,0.0,-0.8611057884175781
30.443869470247765,7.417404797825882,14.891977353867844,0.4266983954019481,23.64309416651115,-164.39030554254305,-2.646433481604782,139.64703076858004,0.012336,1.0,1.0,0.0,-0.7570546509502845
30.443958562567257,9.019019689174428,18.83772734113934,1.360835774867175,31.46669482899319,-80.71464137183627,-2.184321105672338,142.61304668309555,0.012336,1.0,1.0,0.0,-0.7060970348872904
30.443828925613424,7.14091972169576,13.634155193977554,1.2229762422166561,21.735000605688867,-80.78075876447409,-3.2479989514823058,158.91299720524347,0.012336,1.0,1.0,0.0,-0.5719436286722589
30.443901388512845,7.133459393520742,13.619660177336836,1.2333483927178013,21.717092508387555,-79.71504328789904,-3.253707915011024,159.0245892716979,0.012336,1.0,1.0,0.0,-0.571175591119528
30.443914281742725,7.136644174462756,13.615276678326651,1.2483627471535996,21.71106566748065,-78.25123851449128,-3.2614579309583274,159.34019967594088,0.012336,1.0,1.0,0.0,-0.5684010377675666
30.44386826923284,7.137613437144807,13.592295000289438,1.2729887936825772,21.675767030810853,-75.56267322703697,-3.275388941629426,160.1247647759571,0.012336,1.0,1.0,0.0,-0.5615795742530727
30.443820789469488,7.151124247336933,13.572081636468006,1.327179764175345,21.64127966294602,-70.29650629550399,-3.3016689133797756,161.56233375885677,0.012336,1.0,1.0,0.0,-0.5491632834766101
30.443779975040425,7.172800942898581,13.51672601318488,1.4303406584232707,21.547860739855366,-59.818734351607176,-3.349623931702016,164.669837968955,0.012336,1.0,1.0,0.0,-0.522923219393568
30.443896090724667,7.214318388897833,13.451587517469719,1.6448202703666341,21.443092433435787,-38.890502584666436,-3.426928418148786,169.9638774420817,0.012336,1.0,1.0,0.0,-0.4804774850879332
30.443841054793243,7.376565544986656,13.570810196070484,2.1126046674745145,21.626640597029045,2.952036174624065,-3.494813134305701,178.41433115252306,0.012336,1.0,1.0,0.0,-0.41643865979244665
30.44379490322072,8.134837355831248,16.118473304865645,3.1332307078999975,26.49838874615032,73.69748680703837,-3.007696894153963,160.9694859976766,0.012336,1.0,1.0,0.0,-0.5443862732003951
30.443750945783684,9.08810739505085,18.960405313538306,2.021470214197347,31.84392103975524,-26.319349284873386,-2.4047976115731706,144.76092957184397,0.012336,1.0,1.0,0.0,-0.6851194692475703
30.443949659093583,8.75347567934458,18.312171200399515,0.7899947513192842,30.370042744401694,-126.33701052299824,-1.959342970811851,140.44177458135184,0.012336,1.0,1.0,0.0,-0.7300403656173673
30.44379500147447,7.60303842279092,15.800689731968069,-1.0880609316823202,24.849267684069428,-276.36054658565655,-0.8142571552337405,130.83934175785288,0.012336,1.0,1.0,0.0,-0.8463063135968468
30.44386960579607,8.290696166928786,17.016639659885904,-1.5858898537194566,26.338455409699442,-326.36853537195407,-0.44665201160901,128.69865276985226,0.012336,1.0,1.0,0.0,-0.862131259508985
29.44379367167963,7.8080981462467,15.878622743234354,0.8927329043587223,25.77120074636481,-117.72689409136471,-2.5104121638462242,143.98174354264347,0.012336,1.0,1.0,0.0,-0.7047568275278352
29.646239969817405,7.1707070707070715,14.143434343434343,1.0077984129706516,22.765273654513734,-96.42063120513674,-2.76256807130146,152.9052134980993,0.012336,1.0,1.0,0.0,-0.6244118791965363
30.12490382340683,6.265656565656567,14.143434343434343,0.616201105092355,23.690204060079008,-133.86400078133616,-2.4578990490483963,128.8348158730359,0.012336,1.0,1.0,0.0,-0.9174335348640457
30.06145029868823,6.718181818181818,15.323232323232325,0.6771280904625461,25.892197203767594,-134.04020405622808,-2.3952422316145077,127.10411362098469,0.012336,1.0,1.0,0.0,-0.932650839284182
30.078648739413893,7.792929292929294,17.60909090909091,0.8353342947420828,30.010775537705847,-129.36042032169746,-2.331283500186383,127.54083395857937,0.012336,1.0,1.0,0.0,-0.9107544722654047
29.935703680808235,7.396969696969698,16.650505050505053,0.7784726835498694,28.178024499781174,-131.06306083422496,-2.358914017107776,128.27342098268042,0.012336,1.0,1.0,0.0,-0.9055925229079722
29.759760838119075,8.754545454545454,15.986868686868688,1.0701093490775242,25.010731124971453,-96.95988147253334,-2.701294376635473,169.59155548958051,0.012336,1.0,1.0,0.0,-0.4504460587771105
30.40969560083109,6.03939393939394,13.922222222222224,0.5355532866925086,23.447563603267724,-139.85050205622613,-2.420858971278194,126.15646276955394,0.012336,1.0,1.0,0.0,-0.9589095095746536
30.377395414916027,10.394949494949495,17.60909090909091,0.9553510786174013,26.74269871245221,-104.305812798962,-2.6703495651825917,191.8147333932497,0.012336,1.0,1.0,0.0,-0.27163847568806576
29.977436171945925,9.037373737373738,19.45942972183716,0.8897981987895789,32.71794588866757,-132.16801040777142,-2.2653188696739006,132.6657909922886,0.012336,1.0,1.0,0.0,-0.8263424119814121
30.10022105341626,8.52828282828283,15.544444444444446,1.7942627555175439,21.066135349856797,-7.657109494978499,-2.7543254072878747,193.8082287902391,0.012336,1.0,1.0,0.0,-0.3077929229186327
30.40410690487343,10.225252525252525,17.166666666666668,0.9762969284992749,26.01270704905643,-98.7039947352273,-2.739370820965328,196.11417465822956,0.012336,1.0,1.0,0.0,-0.24734168761022157
29.467781906104687,8.075757575757576,16.576767676767677,0.8739237403812812,27.025274731177156,-122.93794278456983,-2.4428026947284645,141.6511752629146,0.012336,1.0,1.0,0.0,-0.7268718362489882
30.00958899556461,9.489898989898991,15.618181818181819,0.8529139619260424,19.90545433211667,-65.89709211469625,-2.4939795841103587,210.83807934173842,0.012336,1.0,1.0,0.0,-0.19720972025021444
29.609613538775484,8.471717171717172,15.986868686868688,1.0120615769641668,25.281872958164843,-104.66180115096776,-2.628040991002799,160.3792368765787,0.012336,1.0,1.0,0.0,-0.5320940185957963
29.59401382086978,8.697979797979798,16.650505050505053,0.9405745756130441,26.441142797359134,-115.1557705113988,-2.5203980184613446,155.80070159077718,0.012336,1.0,1.0,0.0,-0.570580705582951
29.69575338888637,8.641414141414142,15.986868686868688,1.0486399025869768,25.118440256748666,-99.98015984465533,-2.6712565198414735,165.825289728903,0.012336,1.0,1.0,0.0,-0.48275351986562276
29.95991740783782,7.453535353535354,16.7979797979798,0.7830594931876584,28.46531135151994,-130.8169549020538,-2.355572605961291,127.94809082500365,0.012336,1.0,1.0,0.0,-0.9095623811275452
30.012328680326362,6.718181818181818,15.249494949494952,0.6811981188009932,25.712724263369914,-133.42567872541798,-2.4042037014407476,127.70908531698106,0.012336,1.0,1.0,0.0,-0.9242252195619608
29.766081905182133,9.207070707070708,17.092929292929295,0.9393283661394163,26.831448768475177,-115.43948936211913,-2.5224240655497656,162.83813751256116,0.012336,1.0,1.0,0.0,-0.4997193124738567
30.318126609888562,10.451515151515151,17.977777777777778,0.8873698892462305,27.4172426259204,-114.56384486282977,-2.572102354876964,185.18101705785392,0.012336,1.0,1.0,0.0,-0.3136125339976108
29.522564783048466,8.52828282828283,16.7979797979798,0.8839415891653992,26.94827975089539,-122.1869749178054,-2.4556706301793954,149.18168988127093,0.012336,1.0,1.0,0.0,-0.6382588714645038
30.437811981203318,8.415151515151516,19.15757575757576,0.9365448966915539,33.07359533129827,-124.80265192124736,-2.2982394579492187,126.46542785957821,0.012336,1.0,1.0,0.0,-0.9193594288071262
30.254562320493697,10.394949494949495,18.125252525252527,0.8841143796426851,27.77536998016642,-117.70664042604994,-2.5276145170749933,180.30517125122083,0.012336,1.0,1.0,0.0,-0.34800576674949957
29.752040102138544,8.811111111111112,16.134343434343435,1.0508710447204974,25.25726796940632,-99.62258066087475,-2.674180852111496,168.57044465397493,0.012336,1.0,1.0,0.0,-0.4577692962780595
29.45829430007997,8.01919191919192,15.986868686868688,0.9060475887079744,25.758069607675452,-116.5996516820205,-2.5227128590848262,147.64569290864466,0.012336,1.0,1.0,0.0,-0.661893954986744
30.18921732155617,6.209090909090909,12.816161616161617,0.8506168280175053,20.941991928096304,-103.12141397728146,-2.799668934055028,145.0334918468675,0.012336,1.0,1.0,0.0,-0.7254857579115419
29.5694795316046,8.754545454545454,17.166666666666668,0.8645126905284806,27.49476244780453,-125.43563193546115,-2.4225953141553105,149.68033509567695,0.012336,1.0,1.0,0.0,-0.6299341020273486
29.622715069825915,8.18888888888889,15.396969696969698,1.060682488944562,24.351079073824295,-96.78941006385966,-2.7118776873160186,162.44885565904767,0.012336,1.0,1.0,0.0,-0.5186331270253193
29.44379367167963,7.8080981462467,15.878622743234354,0.8927329043587223,25.77120074636481,-117.72689409136471,-2.5104121638462242,143.98174354264347,0.012336,1.0,1.0,0.0,-0.7047568275278352
30.15710175063711,9.433333333333334,18.444176975081437,2.4757575757575756,30.063098634357814,2.1134651773349447,-2.815139199171674,157.1621679186771,0.012336,1.0,1.0,0.0,-0.557812026174827
29.453112806642284,7.962626262626263,16.091240114995152,1.0696969696969696,26.129392056522647,-103.72514695900986,-2.5813880366459045,145.9624763220873,0.012336,1.0,1.0,0.0,-0.6820383897986753
29.459597215057407,8.075757575757576,16.309945523132225,0.7303030303030302,26.347030273739904,-133.30849750492493,-2.395313834495066,143.8529901351082,0.012336,1.0,1.0,0.0,-0.7006832815677184
29.82980022104209,9.320202020202021,15.969246373062816,2.1848484848484846,21.502573316749157,18.391054591209127,-2.82150323356,210.837033841915,0.012336,1.0,1.0,0.0,-0.20271527377192433
29.6631657320201,9.093939393939396,15.510957658667923,0.7787878787878787,19.90534817047795,-66.56126018392882,-2.3996525012361962,209.70175832406954,0.012336,1.0,1.0,0.0,-0.21137032805994993
29.93460781700191,7.1141414141414145,14.68829578967662,2.1848484848484846,24.357658258296755,-2.3817201537068513,-3.075406859337332,150.6416618803614,0.012336,1.0,1.0,0.0,-0.6542782479624341
29.497180050869158,7.396969696969698,15.211756518567126,1.2151515151515149,24.902882531005744,-87.24836939031607,-2.7166901897572697,144.6383242046776,0.012336,1.0,1.0,0.0,-0.7067626550883783
29.624204493952348,7.1707070707070715,14.811750208872006,1.5545454545454542,24.399444056630088,-56.30112980724101,-2.889111186327094,146.52261633304678,0.012336,1.0,1.0,0.0,-0.69267498596486
29.952872357459935,6.322222222222222,13.62047800261573,0.7787878787878787,22.50141090874918,-116.28319291115085,-2.6295151961598586,136.4414168073171,0.012336,1.0,1.0,0.0,-0.8198135388032284
30.110781819947235,7.1707070707070715,14.763700953350588,2.4757575757575756,24.514676756860162,21.572920640846803,-3.113579994488868,152.6574695211037,0.012336,1.0,1.0,0.0,-0.6342634559246938
29.852869907454537,9.489898989898991,15.868846111733129,0.7787878787878787,20.04180855355318,-70.08631896613394,-2.3805713848614505,210.83921671735294,0.012336,1.0,1.0,0.0,-0.19867743035842933
30.156503366276535,8.980808080808082,17.97580393028856,-1.1121212121212123,28.05884933738632,-290.0812272997519,-1.0051933646485072,134.4747420265792,0.012336,1.0,1.0,0.0,-0.7846479577493328
30.16402951959907,9.376767676767678,18.33950094558487,2.5242424242424235,29.904607717879642,6.707994436678405,-2.827330052879428,157.4887962721998,0.012336,1.0,1.0,0.0,-0.5556768997411846
30.155601640592234,9.885858585858587,16.50960447045698,1.118181818181818,21.05291420729373,-50.30020716933143,-2.4630478230233637,210.83759852115242,0.012336,1.0,1.0,0.0,-0.1941636516777745
29.524399891851537,8.52828282828283,14.893405495063888,2.4757575757575756,20.66085537883251,40.612424360690284,-2.9999461436265396,210.8382554317285,0.012336,1.0,1.0,0.0,-0.21387617082404264
30.239016325694514,8.867676767676768,17.53793882842644,2.8636363636363633,28.77487368176952,38.55185134420907,-2.9123087080090855,157.65607064599473,0.012336,1.0,1.0,0.0,-0.5616456200507061
30.038272219587828,9.716161616161617,16.464724094053448,1.8939393939393936,21.749160380112176,-1.5368811152119406,-2.707478463245171,210.83725866779625,0.012336,1.0,1.0,0.0,-0.19752466990526607
29.79599281645483,7.736363636363636,15.961962858744126,-0.5303030303030304,25.327473886396717,-236.71053776112217,-1.523209687014794,133.03693645282684,0.012336,1.0,1.0,0.0,-0.8240454372693329
29.7047893418502,6.887878787878789,14.390853204237658,1.4575757575757575,23.77780186947551,-62.25116823738455,-2.892821879160285,144.62971704925857,0.012336,1.0,1.0,0.0,-0.7180499930486293
30.438455664635196,6.209090909090909,13.326456405936382,1.8939393939393936,22.36536324469349,-19.12782252379111,-3.148393198872557,145.0328587202035,0.012336,1.0,1.0,0.0,-0.7303834409081484
29.628609967378033,9.037373737373738,15.569271984599641,2.1848484848484846,21.09404266838852,19.243043908934737,-2.8689837920066124,210.83405738876485,0.012336,1.0,1.0,0.0,-0.2066393357268489
29.702054984904443,8.924242424242426,15.451863097196336,2.4272727272727277,21.18080256171264,35.7400397448493,-2.926306421272595,210.83862094647176,0.012336,1.0,1.0,0.0,-0.2081951365631527
29.733375559448653,7.67979797979798,15.856053366161312,-0.384848484848485,25.243624458224097,-224.34303415681205,-1.6496299151197984,133.83350582792553,0.012336,1.0,1.0,0.0,-0.8161578696924354
29.454211717636827,7.566666666666667,15.499337178223751,0.9242424242424243,25.228440781208025,-113.31406553697488,-2.554041375388067,143.27897942282004,0.012336,1.0,1.0,0.0,-0.7167172686737804
29.59984044514186,7.736363636363636,15.889382987226961,-0.045454545454545414,25.441198094965557,-196.3510291697889,-1.918055162366436,136.68088851388146,0.012336,1.0,1.0,0.0,-0.7829990045923042
