pole_rs111,pole_rs211_low,pole_rs211_high,pole_rs221,pole_rs222
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188628844654422 - 6.507275623074139e-11im,6.889334718540994 + 0.18053093329325132im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186795768330255 - 5.579665756208466e-16im,6.864352330170457 + 0.1722926894452148im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1900010368758975 + 3.1766848678607937e-12im,6.949766020624269 + 0.20736257697940438im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191702026287454 - 1.2683372508734905e-13im,6.930556758186126 + 0.30388094533634546im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185643206994749 - 1.783905192038553e-14im,6.85149805094689 + 0.17151663142336304im,NaN + NaN*im,NaN + NaN*im
6.174925140935113 + 7.108771421908015e-11im,NaN + NaN*im,6.879742773559632 + 0.09522013483112049im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190627445561287 - 5.7948218729565684e-11im,6.8722171766220255 + 0.2543817332712886im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186191481932437 - 4.991831738628683e-15im,6.857446160212167 + 0.16906343283170502im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189339369487381 + 1.0741603237859127e-11im,6.872559248545366 + 0.2184755682873782im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185494185375249 - 2.3267154159191076e-14im,6.8735271758115 + 0.12161934321080606im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1899870456642665 + 2.4566719146181605e-12im,6.8758514453507615 + 0.23065477811766438im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186447551061932 - 2.329985249134565e-15im,6.859538926684373 + 0.1742318955523012im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18884028498983 - 4.724903379276687e-12im,6.856915278727552 + 0.2210513903881458im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187837917712345 + 9.689094502286248e-17im,6.875497609925559 + 0.17797605855912998im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190917850039404 - 1.3806393306307728e-17im,6.974308488881233 + 0.26813099151940495im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191388606816635 - 5.205899410772947e-15im,7.103396205645357 + 0.4467399189843028im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184829648786152 - 6.224978638969697e-14im,6.853410897526896 + 0.14921684380996186im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.19138568120945 - 4.832684941630559e-15im,7.034935426357869 + 0.35382147608175785im,NaN + NaN*im,NaN + NaN*im
6.1688928478963545 - 2.008194297871725e-17im,NaN + NaN*im,6.854601340399766 + 0.08292416501686622im,NaN + NaN*im,NaN + NaN*im
6.163816412652434 + 1.5364145341788542e-17im,NaN + NaN*im,6.846077163674618 + 0.08352846740828887im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190708154021927 - 6.930227158976807e-11im,6.883594293616078 + 0.2518984105524985im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187972328508682 + 5.811532869518491e-17im,6.854967095297745 + 0.20793375238899434im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190938810632535 - 3.5109756580044155e-17im,7.029799509342321 + 0.30691513911997365im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188950688439992 + 1.1452613399672035e-11im,6.9187147897754 + 0.1690229843180608im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187309864183566 + 1.1263006214136806e-16im,6.861231861470804 + 0.18866159815380754im,NaN + NaN*im,NaN + NaN*im
6.177502826591777 + 1.7851324595157856e-11im,NaN + NaN*im,6.891505882364626 + 0.09772112668735397im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188377476314531 - 1.8862864328621584e-10im,6.874671721432512 + 0.1932518861423803im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1858899040803665 - 1.0634431603171648e-14im,6.852298862730735 + 0.17483420897589277im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185232336739907 - 3.578527701376301e-14im,6.8580993801529875 + 0.14641794722148105im,NaN + NaN*im,NaN + NaN*im
6.160830641101498 + 2.0133804411389758e-17im,NaN + NaN*im,6.846322826281591 + 0.07474005463965326im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1850807588464205 - 4.461674231856012e-14im,6.85789883138954 + 0.1422683980372853im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185781079092059 - 1.3470950653689663e-14im,6.861114934305116 + 0.15882131385173417im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1894706062074105 + 2.376883182979731e-12im,6.856683835753427 + 0.23444849222355438im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191722392922854 - 1.6306902674213877e-13im,6.981337819721436 + 0.34039329823407766im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187923963208891 + 8.999287103461867e-17im,6.851971739493252 + 0.2099342303905398im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185683732388674 - 1.631480698318384e-14im,6.859239875076847 + 0.15582616768499366im,NaN + NaN*im,NaN + NaN*im
6.168842863367467 + 1.1764626926847955e-17im,NaN + NaN*im,6.85695705449135 + 0.08393705657193663im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190935062849036 - 3.104736096118763e-17im,6.9473578783423875 + 0.26000956416572746im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191007932352722 - 1.19038008714111e-16im,6.959212482304008 + 0.26754059517849194im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183350658389021 - 1.2055065422496866e-13im,6.89023918791101 + 0.10560309511661768im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187344183836602 + 1.1801964546549376e-16im,6.862373871175937 + 0.18766301473973934im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1912773212689345 - 1.8949805590472625e-15im,7.048130853116243 + 0.4889846748219822im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184987912709776 - 5.057606190881963e-14im,6.859825013547729 + 0.11449224985789928im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1911072813270795 - 4.2145764631151437e-16im,7.133920957635408 + 0.5990020214208103im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189496640609102 + 1.043724825175974e-12im,7.099215048188099 + 0.37012645958904655im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189867383874276 - 3.5111705125804184e-12im,7.120484393957935 + 0.4438761806841054im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188954862117059 + 1.1693419768576291e-11im,6.878427937301028 + 0.17971872634496072im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188908490455137 + 6.833720998743758e-12im,7.202719199174616 + 0.47692751877750844im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188192550476199 + 6.351744840678295e-17im,6.99615118221023 + 0.1736233361150032im,NaN + NaN*im,NaN + NaN*im
6.171751839657698 + 2.4825979195659175e-10im,NaN + NaN*im,6.852034543044298 + 0.09543306983437608im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189363797445063 + 8.1319857015659e-12im,6.802739171707795 + 0.15005381197601253im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187462215081782 + 1.6628294142487634e-16im,7.2073479945140315 + 0.25330418812998445im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189163250444407 + 2.2592879159797114e-11im,7.237869710535248 + 0.6044814657095177im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189967349385652 + 1.5706683807458838e-12im,7.021359630977253 + 0.3282773757578124im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189457198293498 + 3.0270270774947365e-12im,6.84883939004073 + 0.18728725846584932im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188045853465678 + 5.0567371366497234e-17im,6.912615560151885 + 0.1598496737078494im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188920809318178 + 8.57493904428357e-12im,7.1401230908852416 + 0.35877390830438893im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1898972276789594 - 2.2190430141422196e-12im,7.1799560758176915 + 0.5604556903212601im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189296955068445 + 1.2055306706661095e-11im,6.812553395526961 + 0.15654679905934685im,NaN + NaN*im,NaN + NaN*im
6.1711446266107535 + 3.3967424083216334e-17im,NaN + NaN*im,6.84828257755163 + 0.09114120412942694im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189182361752907 + 1.676981169986972e-11im,6.813179621235139 + 0.1536085947957066im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189974674295469 + 1.8473401155944465e-12im,6.870816553622887 + 0.232235275588531im,NaN + NaN*im,NaN + NaN*im
6.172487264648907 + 1.9273531227523833e-10im,NaN + NaN*im,6.846098913786073 + 0.0972782590788196im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187785848108027 + 1.4984973390075143e-16im,7.331835801087833 + 0.6850068997919081im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188734956566151 - 3.333338171831065e-11im,7.092093431738538 + 0.2762837769228269im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189743049199359 - 6.635670945181065e-12im,7.082461175188635 + 0.37401959824987396im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188007803207888 + 9.219861565660882e-17im,7.139223193104899 + 0.2417129583207355im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188319669538239 + 4.191678264316789e-17im,7.0572955747071635 + 0.2019554482987763im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190208722863139 + 9.925065100044625e-12im,7.180324165374406 + 0.595687499785104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188454653054433 - 1.28091597221807e-10im,6.806598848904443 + 0.1311544386416092im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1881316193072164 + 7.595588368422074e-17im,7.019808375659073 + 0.17456808498148255im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188954285162085 + 1.168028319643073e-11im,6.883766562742174 + 0.18188063857586773im,NaN + NaN*im,NaN + NaN*im
6.1691949807753845 + 3.26962400080099e-18im,NaN + NaN*im,6.852848425108832 + 0.08212673346494508im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1898009080394765 - 5.32888284452523e-12im,6.956536120427543 + 0.2625706842429849im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190769191828723 - 7.395726862208053e-11im,7.023688878871695 + 0.41073449466650386im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.19056539932273 - 4.900041168212896e-11im,7.061916322692412 + 0.4353263304292325im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.19076232401139 - 7.418985211527917e-11im,6.995049898105036 + 0.38246636021747776im,NaN + NaN*im,NaN + NaN*im
6.1712739043733755 - 2.9315090036952954e-17im,NaN + NaN*im,6.854311808065952 + 0.09356627099548202im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190135574174036 + 9.474894048102428e-12im,7.135857537989935 + 0.49849258892169473im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189020102903174 + 1.9983267419326827e-11im,7.259275365194164 + 0.6527617762197446im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188916056420756 + 7.05701406323803e-12im,6.823251114899358 + 0.15273202791793553im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18838606233847 - 1.8944962230151752e-10im,6.941948743916174 + 0.17456233075212751im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190234486773643 + 7.708165339251752e-12im,6.862219225001958 + 0.2529770840236574im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
6.186798389037954 - 1.332213863017167e-16im,NaN + NaN*im,6.9278650866010425 + 0.1663982548382815im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188256411520604 + 2.762326316526617e-17im,6.9185276781957405 + 0.16715433774145558im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190257920283402 + 7.433835815918617e-12im,7.025685703232575 + 0.36552742169729496im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188556345492041 - 1.0412398885583761e-10im,7.060712291404341 + 0.23319204383019906im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189861053227354 - 3.1179282151700247e-12im,6.835689836158942 + 0.207753665638997im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189890155746002 - 2.2097649694565866e-12im,6.936249870988151 + 0.2598230741151258im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188015227732615 + 7.822986352061494e-17im,7.095276110939288 + 0.20550700101154465im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190942286281318 - 4.3381397553795257e-17im,6.995249359206133 + 0.40448281356527316im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189237228453891 + 1.672175330741474e-11im,6.919323657095539 + 0.20797776761638748im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887588618909 - 2.2733423073697605e-11im,6.8789178896033505 + 0.17282571226993357im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18993831190369 + 5.023046865572559e-14im,6.955385437710889 + 0.27681669316250057im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190719397224496 - 7.554791372941142e-11im,6.954622994694524 + 0.34932310278696305im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188351683333131 + 5.147732830483996e-17im,6.809920875499496 + 0.13066772901906895im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189432951439329 + 4.686251087728397e-12im,6.889361447115299 + 0.20553403620530833im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189111490555734 + 1.8978664733637523e-11im,6.872728219732509 + 0.18173081758797224im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188774435785904 - 1.6458538037801724e-11im,6.80669633878806 + 0.13486581681610765im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189381712596867 + 6.9564584426932135e-12im,6.799517829206325 + 0.1417218295882373im,NaN + NaN*im,NaN + NaN*im
6.169606862212045 - 3.621616513985668e-17im,NaN + NaN*im,6.870926991575608 + 0.08787611727369922im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190068030433286 + 6.187665448879689e-12im,6.874704260804614 + 0.23991370871649634im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190008840667831 + 3.880237851661842e-12im,7.0686741627245135 + 0.3917037773340369im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18898972636764 + 1.3217946631006534e-11im,6.7984657312865755 + 0.13165071352871746im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184584610158754 - 9.196314315086753e-14im,6.913950788343331 + 0.09610100674975808im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188793151961943 - 1.653636947789289e-11im,7.070181495624864 + 0.2626924659466018im,NaN + NaN*im,NaN + NaN*im
6.1737916202293315 + 1.1219284429404266e-10im,NaN + NaN*im,6.85483061687722 + 0.10572327754777087im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189333685185141 + 9.569381813795457e-12im,6.79607069876766 + 0.13632015772549505im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189988053119157 + 2.5548013384713265e-12im,6.904121040570579 + 0.2500987028895932im,NaN + NaN*im,NaN + NaN*im
6.170203513805013 + 1.7984323270496972e-17im,NaN + NaN*im,6.852673457004906 + 0.08745648302254731im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189379313159586 + 7.210626421471224e-12im,6.806017537799574 + 0.14861813541111224im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188965930862913 + 1.2090896001903143e-11im,6.82700265489915 + 0.15442102293789844im,NaN + NaN*im,NaN + NaN*im
6.187316563325536 + 4.8746238535781607e-17im,NaN + NaN*im,6.929201141758971 + 0.1706385936046312im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190133162686673 + 7.674361317247302e-12im,6.866287320404985 + 0.1591644327197493im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188054359060747 + 7.506063861836137e-17im,6.95334007060218 + 0.27161581013356145im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188755524164628 - 2.402511286175241e-11im,6.89438913447838 + 0.1783193231651853im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187538138839594 + 1.164596386649101e-16im,6.943160702024805 + 0.2478014909773696im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190576463953782 - 4.3043368752901364e-11im,6.862546170268384 + 0.15610429675254542im,NaN + NaN*im,NaN + NaN*im
6.168382432950575 - 1.51191831446089e-17im,NaN + NaN*im,6.8450510789804255 + 0.082445830106887im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188459013374948 - 1.574010134044732e-10im,6.9564196253500965 + 0.29282403403971596im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190320302540689 + 2.1654066350195784e-12im,6.946955508187208 + 0.2353531737611904im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185000940706036 - 5.207968494549152e-14im,6.87282406734307 + 0.15347357732810468im,NaN + NaN*im,NaN + NaN*im
6.177397839997546 + 1.820107726788908e-11im,NaN + NaN*im,6.887980230015787 + 0.12030027765003314im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185877608506486 - 1.268639211534829e-14im,6.922295782530866 + 0.2093279392604433im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1897932821871064 - 5.720404447138433e-12im,6.969094767937869 + 0.3245902982349586im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188739331770966 - 3.0904317956135326e-11im,6.951402454052689 + 0.2605925069013212im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191355694905728 - 3.299278360827338e-15im,6.929654420938578 + 0.19956364191814727im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191031621906304 - 1.6284574019624794e-16im,6.857612259522258 + 0.15251819789653456im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188487821194659 - 1.4156194018856992e-10im,6.957783575591178 + 0.2990184743166394im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184789131251548 - 7.10695006409807e-14im,6.886729954805104 + 0.16455241793931533im,NaN + NaN*im,NaN + NaN*im
6.181136405267016 + 6.408420214161377e-13im,NaN + NaN*im,6.899714121711863 + 0.1372781502041428im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186326056697236 - 3.4337156661301633e-15im,6.875446238465642 + 0.15803091169030484im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187561521106392 + 9.966135963032585e-17im,6.834174854633851 + 0.13462375622017742im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1907979822806 - 5.523118514528252e-11im,6.8957814709699905 + 0.17712830292148632im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191666073284855 - 8.977627638277852e-14im,6.990576472829896 + 0.31401834755711877im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18754380263322 + 1.5720244444823028e-16im,6.876070815496255 + 0.16177331217944846im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186541940793016 - 1.6827755417189225e-15im,6.875944086675358 + 0.15934927104070098im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188098097143546 + 7.007031971118216e-17im,6.869369688058432 + 0.15793445398117695im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190660961244981 - 6.095847391201854e-11im,6.888149409941244 + 0.17213660837287134im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190160734047416 + 8.155272539986617e-12im,6.880109494848829 + 0.16767506394548082im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186584330508772 - 1.4463684228014819e-15im,6.881368696038596 + 0.16345721062121252im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187854381150067 + 7.931406745085925e-17im,6.888639949756593 + 0.17149473244144092im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191292456790816 - 1.8244455137066128e-15im,6.9046159040075095 + 0.18004800375042693im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191515698070843 - 1.8475532762729752e-14im,6.99255834587751 + 0.3388756507646317im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191681138689852 - 1.1344976451220161e-13im,6.994926102511037 + 0.39282610850981253im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1905956068644254 - 4.7992828556537105e-11im,6.8771772157483735 + 0.1651581874400005im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191110149151548 - 3.7954799722225035e-16im,6.876430706034892 + 0.16319051653003547im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190879471509751 - 1.5031338026469917e-17im,6.981989118222324 + 0.3736395100405789im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1867275562697985 - 7.377336932338008e-16im,6.8698212439724395 + 0.15519475967506655im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189195108869598 + 1.9819793513277738e-11im,6.964412149325199 + 0.3192314569365635im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184772932045141 - 7.058151046124572e-14im,6.877837448788598 + 0.15698317384173646im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1908913984543785 + 3.031700293147084e-18im,6.866276905669315 + 0.15781663330067586im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190749558223927 - 6.359175694386477e-11im,6.8715510633343815 + 0.16133765826277147im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189649960995408 - 5.702764638648945e-12im,6.964144345423891 + 0.30838703496627795im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190510533387167 - 2.987267747594973e-11im,6.906861614821617 + 0.18682677013642116im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191624170641423 - 6.063484513497023e-14im,6.995971742971173 + 0.3665652943794441im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191443340731282 - 8.810548509415845e-15im,6.991750222049826 + 0.36969812025088716im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189792845332158 - 4.9785545152328616e-12im,6.869696044635509 + 0.1609231979055224im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191996886048531 - 1.473976307006188e-12im,6.952278039400993 + 0.21123208552530023im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
6.158571501000257 + 8.766873391271019e-17im,NaN + NaN*im,6.838469661270445 + 0.0737613494989959im,NaN + NaN*im,NaN + NaN*im
6.162523484891441 - 2.4890759641143385e-17im,NaN + NaN*im,6.847571572334029 + 0.07990168289825267im,NaN + NaN*im,NaN + NaN*im
6.187571562965271 + 5.582227531463616e-17im,NaN + NaN*im,6.957314263270433 + 0.17960283656841253im,NaN + NaN*im,NaN + NaN*im
6.185532050197427 - 5.698125241626398e-15im,NaN + NaN*im,6.946591102618013 + 0.1599695032276391im,NaN + NaN*im,NaN + NaN*im
6.159348983536126 + 5.300887859308694e-17im,NaN + NaN*im,6.840152192704174 + 0.0749202262844344im,NaN + NaN*im,NaN + NaN*im
6.186208324708012 - 1.2507362333298475e-15im,NaN + NaN*im,6.9496716717921245 + 0.16591325346192856im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.19011880211786 + 8.042717219565572e-12im,6.914472808332617 + 0.25865022319613723im,NaN + NaN*im,NaN + NaN*im
6.189692444978495 - 3.3156540193191972e-12im,NaN + NaN*im,6.961745124887249 + 0.19578573335475938im,NaN + NaN*im,NaN + NaN*im
6.1657153157946185 - 2.1725239525757067e-17im,NaN + NaN*im,6.855558009741384 + 0.08554792298878733im,NaN + NaN*im,NaN + NaN*im
6.164899187368525 - 3.3788619688031105e-17im,NaN + NaN*im,6.853364721950447 + 0.08405270612044861im,NaN + NaN*im,NaN + NaN*im
6.16167245240959 + 3.056784742324385e-18im,NaN + NaN*im,6.845360805798433 + 0.07859636590438689im,NaN + NaN*im,NaN + NaN*im
6.164100512750184 - 8.54394441115716e-19im,NaN + NaN*im,6.851394689811948 + 0.08263029236762769im,NaN + NaN*im,NaN + NaN*im
6.164899187368525 - 3.3788619688031105e-17im,NaN + NaN*im,6.853364721950447 + 0.08405270612044861im,NaN + NaN*im,NaN + NaN*im
6.162523484891441 - 2.4890759641143385e-17im,NaN + NaN*im,6.847571572334029 + 0.07990168289825267im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189029869532799 + 1.5694094865221794e-11im,6.817190169607462 + 0.14242747571982436im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1849648444094525 - 5.291091221162794e-14im,6.867148506975952 + 0.11680219778366296im,NaN + NaN*im,NaN + NaN*im
6.166515975892266 - 2.6124389509744756e-17im,NaN + NaN*im,6.857677033975018 + 0.08708075454778819im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187842602297153 + 1.5276377994298335e-16im,6.9493555458421294 + 0.2533541547960086im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1889647162189485 + 1.194414020864483e-11im,6.837419264057189 + 0.14113242532997367im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188591078857354 - 8.152524961437374e-11im,6.90582571917345 + 0.18794729018905265im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190146076309497 + 9.176891979043434e-12im,6.973389246865954 + 0.3484014539225528im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191826853679053 - 4.0825234941654943e-13im,6.9649166960352895 + 0.25226568627679613im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18357375166073 - 1.358463399287404e-13im,6.8568930075203065 + 0.13955004332120996im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187499628111665 + 1.4769626926482374e-16im,6.880109647989253 + 0.16252179591383023im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189269100777465 + 1.4718520519507217e-11im,6.896999905933378 + 0.1818489687605903im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188681472510803 - 4.836817653708454e-11im,6.929438286476309 + 0.21467173488196806im,NaN + NaN*im,NaN + NaN*im
