pole_rs111,pole_rs211_low,pole_rs211_high,pole_rs221,pole_rs222
NaN + NaN*im,6.183991083174794 - 1.1693707786724593e-13im,6.832850939158466 + 0.12425380066899826im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189407176659972 + 6.243166617721784e-12im,6.892638142639081 + 0.17922395293494328im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190559450464014 - 3.783079035956969e-11im,6.835521205508448 + 0.14540807772543046im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190925662771066 - 2.8752037958596745e-17im,6.930331818953155 + 0.2169281794821149im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190823916209906 - 4.908108467534792e-11im,6.967212403736738 + 0.28513134655892486im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189584953943205 - 3.6660324946825786e-12im,6.968295369386753 + 0.3361881726514364im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189218351584279 + 1.548382236522586e-11im,6.827244720493397 + 0.13574142454288032im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186777521788781 - 6.117459508274453e-16im,6.884107934039911 + 0.16427003277464874im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.192410214845651 - 8.30362100976549e-16im,7.007442823867015 + 0.3829616711565409im,NaN + NaN*im,NaN + NaN*im
6.176029577229047 + 4.0187836113828076e-11im,NaN + NaN*im,6.862643796548031 + 0.11217615989402298im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189698714763693 - 6.309715059989024e-12im,6.959116801463035 + 0.2779550562249292im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.192238280420618 + 1.535393931700868e-11im,7.002969181995187 + 0.3785132159509678im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18826196227153 + 3.107208121501969e-17im,6.936444805373943 + 0.22237320444087985im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185291924003138 - 3.480451308204555e-14im,6.878754200479394 + 0.15703184346132879im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1884373578338385 - 1.733999095592013e-10im,6.959760885085282 + 0.319333337206485im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189883510383828 - 2.332196140645553e-12im,6.899115350865182 + 0.18718332613898914im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185007083255692 - 5.0774945681586305e-14im,6.864200319851649 + 0.14599952639100855im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190199504455612 + 8.4093494961806e-12im,6.918608595701815 + 0.20372677564916516im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187120167981702 + 5.4258167236253184e-17im,6.923420112474193 + 0.20354704874606389im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.19044546245991 - 1.785769312608596e-11im,6.976669566017098 + 0.36103736091186267im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187993625590574 + 7.091218386528256e-17im,6.830041776645735 + 0.13280805484755326im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187393246137227 + 1.4493057682468228e-16im,6.879709507992748 + 0.1618075800531877im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185929587060483 - 1.1342293389325566e-14im,6.922670619443083 + 0.20317161421058128im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183609548486574 - 1.2652968973130283e-13im,6.834432578889305 + 0.12468014553956287im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190655452393472 - 6.64397130835008e-11im,6.971877215659895 + 0.3003682559967269im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187641870767186 + 1.2091644665311034e-16im,6.897574404798958 + 0.1759929053443119im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191644186960768 - 6.552268964960194e-14im,6.954561516335233 + 0.24082314924797618im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188780581346456 - 1.7335420211500293e-11im,6.882160066379496 + 0.1708291689629527im,NaN + NaN*im,NaN + NaN*im
6.167968932095252 + 6.291815119330218e-18im,NaN + NaN*im,6.843777334840114 + 0.08146376543766311im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184729676192857 - 6.610124074732186e-14im,6.841742680812041 + 0.13119561082916043im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190788790701507 - 5.331144223579299e-11im,6.83661717884806 + 0.14630027690172007im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191454747164795 - 1.0036498227714066e-14im,6.98873166234478 + 0.3868405572078707im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189381086764953 + 8.39499572127857e-12im,6.942300097255735 + 0.23481382476149137im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187686940446169 + 1.1140055127032569e-16im,6.889669664169818 + 0.17025327411460472im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1915220370711745 - 1.6431253742543216e-14im,6.8908422226258095 + 0.1808337837133047im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189082469231432 + 1.872077831823167e-11im,6.883936320191021 + 0.17124840549298223im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185508976509826 - 2.166878125603316e-14im,6.84952076426639 + 0.13737868848126278im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190990876628158 - 8.755375777211927e-17im,6.843729198044739 + 0.15118192740967715im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186919454056707 - 2.4339822415141946e-16im,6.8671489925925595 + 0.15267481058128066im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184785150002514 - 7.309167249663623e-14im,6.890793788882114 + 0.16612098623571633im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184035268536219 - 1.158011540233514e-13im,6.8355718283220614 + 0.1260792859149855im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188221006463781 + 6.617213796500832e-17im,6.958763553280222 + 0.2945214557487275im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190902131035961 - 1.8527705397783453e-17im,6.851617173675119 + 0.15577014208756132im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187478450999641 + 1.324528333558493e-16im,6.918370180361673 + 0.19822793222913912im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188455889330663 - 1.4621027508467077e-10im,6.901047424200286 + 0.1828997800774691im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191706667818718 - 1.1200366747660576e-13im,6.893296428695049 + 0.1823410882616441im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191596103630898 - 4.7365548442214015e-14im,7.010636111869089 + 0.4345428367628134im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184271203539539 - 1.08693826254689e-13im,6.857516825010713 + 0.14444111528197567im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191132348903913 - 5.214452632428264e-16im,6.989207713112014 + 0.42542015955523754im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187258610570644 + 9.538089150437453e-17im,6.874554168706639 + 0.16114951491333684im,NaN + NaN*im,NaN + NaN*im
6.182166343502929 + 8.760591911401211e-14im,NaN + NaN*im,6.90007063871315 + 0.14063906953534913im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188691805811855 - 4.362533630623915e-11im,6.907110665348652 + 0.19123444159284816im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183832800096325 - 1.37232574806687e-13im,6.8600557149301205 + 0.146463162747568im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185972616585291 - 1.0159974396043057e-14im,6.913390193489144 + 0.205886055324094im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190701711487941 - 7.13262187849235e-11im,6.989046895979438 + 0.26887733215169785im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.191176033964083 - 7.464380926926149e-16im,7.024512306027554 + 0.33538848959330203im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187845778315624 + 1.3326678445527545e-16im,6.943976066193381 + 0.27477453217445286im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188780076935913 - 1.8035621569044164e-11im,6.905145754791397 + 0.1879284761991532im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190601614948467 - 5.240634664584786e-11im,6.961794621761765 + 0.21239478799863737im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189224096667484 + 1.6799866740814733e-11im,6.89567612209691 + 0.17753993333554324im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188616165747679 - 6.365563162250189e-11im,6.832603962152337 + 0.13528420487940024im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18498073698885 - 5.111953579062442e-14im,6.855528438755703 + 0.1439322874947087im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187022220661959 - 8.350142598156189e-17im,6.867967935080699 + 0.1565355787544208im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190668088469352 - 6.509984457732864e-11im,6.963860051407575 + 0.20669170178179855im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1882524467380735 + 1.984446381925028e-17im,6.884421224690538 + 0.1706093764362966im,NaN + NaN*im,NaN + NaN*im
6.176391174276633 + 3.299720908854785e-11im,NaN + NaN*im,6.884162600698835 + 0.11502284054778761im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18613351283644 - 5.81108607990474e-15im,6.8644803274873425 + 0.15259986275626797im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1898273711201774 - 4.188721987456775e-12im,6.881940453334187 + 0.16439360511398288im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18613768138142 - 4.976915518206037e-15im,6.830779526956901 + 0.12903685071273693im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185435670022134 - 2.7201135214799634e-14im,6.876087562284735 + 0.16117866190156355im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190549566215444 - 3.902732416227159e-11im,6.927135353374339 + 0.18001081786321557im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1840009990045814 - 1.2992985932757328e-13im,6.861487459576402 + 0.1475880200885608im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188891394315189 + 3.967914704391969e-12im,6.891802328215047 + 0.17722341963880398im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1899540911611215 + 8.305562030067917e-13im,6.912347078503136 + 0.18496340057930566im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186565525600659 - 1.3053041401688535e-15im,6.8305071258085155 + 0.13026048540725804im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18877393738629 - 2.1956752446840363e-11im,6.95440424443605 + 0.31636089805503im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184324579815382 - 1.0422246594432427e-13im,6.857426088740311 + 0.1440413835060434im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188803788125511 - 1.4294752460789348e-11im,6.955303078884519 + 0.33395603939147134im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183878887325554 - 1.3787081073107644e-13im,6.865152938816797 + 0.15099243338138144im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188162132919647 + 9.411974604138325e-17im,6.9456560874079365 + 0.26938355201032904im,NaN + NaN*im,NaN + NaN*im
6.18581292150914 - 3.285355955310873e-15im,NaN + NaN*im,6.957011737240735 + 0.16242587511316084im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188945495440165 + 1.0734759477904826e-11im,6.885987524645676 + 0.17010966593624835im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189243207468184 + 1.4755494345423392e-11im,6.815929248624275 + 0.15899842832426345im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188854089051994 - 2.6107769225361712e-12im,7.020637385139362 + 0.23212937625611163im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188896114858547 + 4.773048525540958e-12im,7.193684668485968 + 0.44731966781250354im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190137005103054 + 9.019746485265694e-12im,6.98429823511885 + 0.35010512895985235im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18916857385833 + 1.7808332151965132e-11im,6.841128385330358 + 0.17073761014032554im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188715963291979 - 3.76252958909023e-11im,6.992037567032682 + 0.20122641572335698im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190532907616525 - 4.115277851686473e-11im,7.092752041033502 + 0.5060120199977249im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1898618976194735 - 3.420583732284081e-12im,6.901066116963977 + 0.2870675487040892im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1884816924364365 - 1.322975164330857e-10im,6.908456492522584 + 0.1708577823622469im,NaN + NaN*im,NaN + NaN*im
6.1701635987200945 - 1.0903951444847182e-17im,NaN + NaN*im,6.8480181416348955 + 0.08536947977027873im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18962365402562 - 5.240968839623027e-12im,7.1134431288640805 + 0.41890556070899926im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18901630436594 + 1.4980543610072837e-11im,6.805658785317245 + 0.14076759677570339im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188506328153016 - 1.4764949801848041e-10im,7.292836671552762 + 0.6748631364032711im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189069886548891 + 2.0972941756643398e-11im,7.123747243583403 + 0.35733647760752923im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189120945494564 + 1.8024476093292562e-11im,6.826888006104769 + 0.16061935696006632im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189669250109399 - 6.031907516195263e-12im,6.9852826687279155 + 0.2897744627721166im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188982364595284 + 1.3228337638815436e-11im,6.818197513535831 + 0.1499536395462205im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189239168416362 + 1.9645691364284763e-11im,7.231039339151276 + 0.6096652943756711im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186698908203927 - 8.282834391105951e-16im,6.863384573081422 + 0.12889490359158048im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187381820752279 + 1.9422735834184562e-16im,7.311781480017493 + 0.4548294772289629im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189142803844554 + 2.2892550656097428e-11im,7.233416297303803 + 0.5909869880021704im,NaN + NaN*im,NaN + NaN*im
6.171602009272258 + 2.579858753570672e-10im,NaN + NaN*im,6.858606533922851 + 0.09675105603778905im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18815715919766 + 7.210185446100072e-17im,6.945145469225275 + 0.1620309675936332im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.183882307786748 - 1.6523005837337054e-13im,6.942854411683072 + 0.03389422799289331im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188426630065397 - 1.978801691138876e-10im,7.291362170605191 + 0.6522077828331004im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186683962099376 - 8.466075433613105e-16im,6.862275547634765 + 0.12842873056896087im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1890272365793475 + 2.0025434144335852e-11im,7.227295830603964 + 0.5428631700145503im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186792802727172 - 7.524077108303932e-16im,7.301843933590414 + 0.28639692127100647im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184500325088196 - 1.0975325618100845e-13im,6.946554476824998 + 0.05280230028416271im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887667388040395 - 2.584235807797611e-11im,7.215444306903249 + 0.4836049707099936im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189035745329585 + 1.6165442230324512e-11im,6.816628435321961 + 0.15005802419873024im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190028778418346 + 4.879986055766932e-12im,7.017216780570732 + 0.35878714603785417im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189698504225102 - 6.215117850333551e-12im,6.930967652883877 + 0.26146986306553327im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1842331100102985 - 1.36338657527011e-13im,6.944125339620253 + 0.050338680970466315im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1885271527134 - 1.0754438055290147e-10im,6.885416893834826 + 0.16712956227752315im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1892425415862435 + 1.5189978621462295e-11im,6.833931393196176 + 0.1705034638093538im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1886011477472325 - 7.222719375122144e-11im,6.850358985885188 + 0.15758881025957863im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189770656048556 - 5.894128641083557e-12im,6.906043345552717 + 0.2693852421973824im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189220529118522 + 1.6248832475380355e-11im,6.840827882958428 + 0.17374224375425248im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188835252421999 - 4.7433232603501995e-12im,6.8155911810544785 + 0.14412480170328484im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1885778942232665 - 7.950993640583242e-11im,6.834306891899152 + 0.149642624555206im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187770467070379 + 1.2240555239127205e-16im,7.308034003888572 + 0.5433424011038211im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189369507349046 + 7.767085598672389e-12im,6.8018934645504805 + 0.1484093527089524im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189216992216337 + 1.5714924164706874e-11im,6.814830893451432 + 0.1551699989923069im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189944216236557 + 3.479780383051961e-13im,6.928195761814652 + 0.3069155439704292im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.185848918782556 - 1.2038714104591934e-14im,6.896767322533258 + 0.11705268012196493im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188990504418608 + 1.52162852961085e-11im,6.925800347059109 + 0.19910525615807115im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1844463726502195 - 1.1961326896144502e-13im,6.948172466634612 + 0.031254479073226975im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189933851556926 - 2.0614209624411955e-13im,7.020147041930771 + 0.34898020296354365im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189637538686796 - 5.379109289938858e-12im,6.996305510663868 + 0.29494433992930036im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189289434923062 + 1.5869614547992437e-11im,7.159197880455582 + 0.4404205421826096im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190841704676463 - 4.348162087694392e-11im,7.0193017461162075 + 0.46624555065593515im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189995279024555 + 3.3092091822236642e-12im,7.194622455659795 + 0.623471796042871im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189871335810915 - 3.1844182582742603e-12im,7.015729923585326 + 0.33708494602158023im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189387494090776 + 6.6042605556204345e-12im,6.795427544439798 + 0.1411513243190719im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188327567804654 + 2.1165647188473998e-17im,6.810896472656384 + 0.13119096450459272im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1890718791949375 + 1.8945639094412837e-11im,6.9009526698364265 + 0.1939864186368192im,NaN + NaN*im,NaN + NaN*im
6.177836717384015 + 1.3722789622761439e-11im,NaN + NaN*im,6.868518747216434 + 0.11950447831099348im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189589972817347 - 3.296212983408911e-12im,6.814103926162538 + 0.16705937973381896im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189510011907002 + 1.4904855861002205e-14im,6.790730530441988 + 0.13503672129555336im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187569478527056 + 1.0210083447415052e-16im,6.901974488322496 + 0.14544595727538384im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189766138140611 - 5.84509130673752e-12im,6.895201702666271 + 0.24783844804222302im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189187894497428 + 1.7701212472597807e-11im,6.860625294537808 + 0.18037714743254535im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189329384645015 + 9.627872987130262e-12im,6.790355540782846 + 0.13049884929915784im,NaN + NaN*im,NaN + NaN*im
6.175722811326638 + 4.674334209209091e-11im,NaN + NaN*im,6.851549958287637 + 0.11253937939646236im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189927389677931 - 4.83057420284196e-13im,6.891643666210247 + 0.2801554310707825im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190931552433284 - 4.8676788270605895e-17im,7.073629421404614 + 0.5512838136599876im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188020969376509 + 1.0860846897690922e-16im,7.176472637464738 + 0.2978897985637275im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188688007184792 - 4.855856094387748e-11im,7.054905774363933 + 0.24711659007412803im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190147936671721 + 9.671129877714888e-12im,7.095560782526641 + 0.47089456320764833im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188338777978409 + 3.141633907765899e-17im,7.060321035288142 + 0.212858553146774im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188751894931342 - 2.1097256215745534e-11im,6.798860021661942 + 0.1287233876538939im,NaN + NaN*im,NaN + NaN*im
6.171931670239291 + 2.449645571542001e-10im,NaN + NaN*im,6.83990636125872 + 0.09210706573284666im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1879540970747104 + 1.1410350526632987e-16im,7.229049487740957 + 0.3769701281985498im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187729167094339 + 1.421883247185466e-16im,7.257637559789427 + 0.40163204583613565im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190029369185194 + 4.822804345168646e-12im,6.957100322751953 + 0.3236812269869045im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189643076337347 - 4.516831410453832e-12im,6.7943363426341845 + 0.14396785926855268im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190155304555791 + 9.15452533360557e-12im,6.937376505447644 + 0.32368863071740084im,NaN + NaN*im,NaN + NaN*im
6.178164277588001 + 1.1033310508302251e-11im,NaN + NaN*im,6.860813940519323 + 0.12069401901359315im,NaN + NaN*im,NaN + NaN*im
6.1787618877834225 + 7.07706469854312e-12im,NaN + NaN*im,6.873935854249749 + 0.12280929144319934im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.184932506387906 - 6.420735504908286e-14im,6.933602474705969 + 0.08539442081984464im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188986237875667 + 1.4090920352752686e-11im,6.8538571850090815 + 0.16906423672145016im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189552722271065 - 1.8881024068322237e-12im,6.812587833448525 + 0.16301857444496382im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189427758632272 + 4.929345442680367e-12im,6.86865696983176 + 0.1993046308138839im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189583904761669 - 3.227710653819823e-12im,6.84266730770087 + 0.19605999033814497im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189432529658452 + 3.9264076287833136e-12im,6.78840122126143 + 0.13072910281857433im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1869834747412185 - 2.1568624550356546e-16im,7.160730047796215 - 0.049826311237293544im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189429930974393 + 4.356922757241657e-12im,6.812318514400016 + 0.15654068815590824im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189231242906343 + 1.4695470179408696e-11im,6.803051302488927 + 0.1413810389642176im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187692422964155 + 1.1439304391652727e-16im,6.836879317465383 + 0.13519585756487393im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189724810736494 - 6.103562146686663e-12im,6.883117867869319 + 0.23996306737487214im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188606689060123 - 7.839838882030698e-11im,6.9859512565582556 + 0.20101024733382547im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189666688406776 - 5.489797932782681e-12im,6.852796947760695 + 0.2109903726631044im,NaN + NaN*im,NaN + NaN*im
6.17401991310478 + 1.016686152778738e-10im,NaN + NaN*im,6.859241672835603 + 0.10728297530270277im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188797617575671 - 1.3694843525083775e-11im,6.89891635842567 + 0.18058848994242338im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.18851282639068 - 1.1172316212694576e-10im,6.8646280120027665 + 0.16020511790798225im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188063223789566 + 7.610758442096112e-17im,7.260416338653924 + 0.47676431518142914im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189093078767924 + 1.8827694266428724e-11im,6.870739182135095 + 0.18125901280416243im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.190882451106333 + 1.907521813546925e-17im,7.032559053129098 + 0.4947702763936429im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1906286547626825 - 6.653772825739275e-11im,7.037596574712095 + 0.47084856175637163im,NaN + NaN*im,NaN + NaN*im
6.171107906015317 + 7.382071892008093e-18im,NaN + NaN*im,6.851282969313417 + 0.09149244694186619im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.186510370930193 - 2.0826088595763276e-15im,6.9511614378988815 + 0.10837284428273629im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.189832582004808 - 4.382346427595391e-12im,6.903210309822433 + 0.2626383543666418im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1884291184563445 - 1.428111892063876e-10im,6.817868448888285 + 0.1362488706508049im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.187060675585211 - 6.973797255142998e-17im,7.173683357297297 + 0.11585630020352193im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.188193408634559 + 5.3681130706751835e-17im,7.089889909548959 + 0.2225228012861113im,NaN + NaN*im,NaN + NaN*im
NaN + NaN*im,6.1887957160334715 - 1.4078588117058727e-11im,6.895617114201098 + 0.17936027639594104im,NaN + NaN*im,NaN + NaN*im
