pole_rs111,pole_rs211_low,pole_rs211_high,pole_rs221,pole_rs222
6.1603399164381045 + 4.2371914528493485e-17im,NaN + NaN*im,7.106039331422843 + 0.24461245725087982im,NaN + NaN*im,NaN + NaN*im
6.149305373173463 + 1.3024792625422935e-16im,NaN + NaN*im,7.224904532582527 + 0.3564491156813013im,NaN + NaN*im,NaN + NaN*im
6.1572319109394655 + 5.593064429838552e-19im,NaN + NaN*im,7.218633800761131 + 0.3482517467261123im,NaN + NaN*im,NaN + NaN*im
6.152868189160423 + 5.352488626690671e-17im,NaN + NaN*im,7.046275421675049 + 0.2181946429832297im,NaN + NaN*im,NaN + NaN*im
6.149442019206795 + 1.571062201819332e-16im,NaN + NaN*im,7.247057212602817 + 0.3852065383544427im,NaN + NaN*im,NaN + NaN*im
6.171110735064263 + 2.2214282843429994e-10im,NaN + NaN*im,7.016078462086794 + 0.1654880382466019im,NaN + NaN*im,NaN + NaN*im
6.142209840614304 + 6.570453977508778e-16im,NaN + NaN*im,7.193038099644323 + 0.32251324406506066im,NaN + NaN*im,NaN + NaN*im
6.1601656342354 - 2.400297894973411e-17im,NaN + NaN*im,7.149469276841278 + 0.275740703042753im,NaN + NaN*im,NaN + NaN*im
6.173467743692269 + 1.0349149119638342e-10im,NaN + NaN*im,6.9465530506521835 + 0.1441627049373587im,NaN + NaN*im,NaN + NaN*im
6.167900412899812 - 3.454664707079651e-17im,NaN + NaN*im,6.958143987746942 + 0.16866170958714424im,NaN + NaN*im,NaN + NaN*im
6.161134327489859 + 2.1258081209806772e-17im,NaN + NaN*im,7.164069047168787 + 0.2859853307318143im,NaN + NaN*im,NaN + NaN*im
6.170650440321015 + 2.524018113798945e-10im,NaN + NaN*im,7.043728028771993 + 0.17611503629603475im,NaN + NaN*im,NaN + NaN*im
6.174512317534831 + 6.961342350376716e-11im,NaN + NaN*im,6.929478813605072 + 0.1376546152017008im,NaN + NaN*im,NaN + NaN*im
6.155321449759568 + 8.528363140830744e-17im,NaN + NaN*im,7.107487348474096 + 0.2526991141208119im,NaN + NaN*im,NaN + NaN*im
6.151761695318519 + 1.0907058883235087e-16im,NaN + NaN*im,7.0752447260266855 + 0.23494391916434898im,NaN + NaN*im,NaN + NaN*im
6.15101250958096 + 1.1101826830266823e-16im,NaN + NaN*im,7.2198267161592184 + 0.35302756118978273im,NaN + NaN*im,NaN + NaN*im
6.171141959830811 + 2.2035008153235779e-10im,NaN + NaN*im,6.993761930904849 + 0.16175588057630882im,NaN + NaN*im,NaN + NaN*im
6.153376498730002 + 4.9785577430371955e-17im,NaN + NaN*im,7.01199292727015 + 0.20031824062646952im,NaN + NaN*im,NaN + NaN*im
6.164190255212212 + 3.495292044756711e-17im,NaN + NaN*im,7.11615558449401 + 0.24172589763259913im,NaN + NaN*im,NaN + NaN*im
6.169864418577093 + 3.0529624286082687e-10im,NaN + NaN*im,7.108596959457538 + 0.21115402575154135im,NaN + NaN*im,NaN + NaN*im
6.1719194204562795 + 1.7341326726602664e-10im,NaN + NaN*im,7.041478358686945 + 0.16572195423412825im,NaN + NaN*im,NaN + NaN*im
6.159827530514335 - 3.183299535472533e-17im,NaN + NaN*im,6.9932732965912345 + 0.1906595569549958im,NaN + NaN*im,NaN + NaN*im
6.168536263625603 + 4.322000594591166e-10im,NaN + NaN*im,7.087598326511839 + 0.20607483608100327im,NaN + NaN*im,NaN + NaN*im
6.154259068538703 + 8.164501609491938e-17im,NaN + NaN*im,7.088356286940984 + 0.2420119351246766im,NaN + NaN*im,NaN + NaN*im
6.151684610688341 + 4.11904197859498e-17im,NaN + NaN*im,7.169059179490918 + 0.30181662477837984im,NaN + NaN*im,NaN + NaN*im
6.153265867798841 + 1.1607137900713422e-16im,NaN + NaN*im,7.214184139978281 + 0.3450186672049191im,NaN + NaN*im,NaN + NaN*im
6.167090516401108 + 3.1518208670690976e-17im,NaN + NaN*im,7.045786934536999 + 0.19511514379071487im,NaN + NaN*im,NaN + NaN*im
6.1673457914483 + 4.4359831889515756e-17im,NaN + NaN*im,7.1426252812662 + 0.24877840144567856im,NaN + NaN*im,NaN + NaN*im
6.16407555044957 - 1.8967896026333257e-17im,NaN + NaN*im,7.08885822136315 + 0.22393884734830452im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.1619564854766855 - 3.1499744138262414e-17im,NaN + NaN*im,7.172283426651286 + 0.2497166055982624im,NaN + NaN*im,NaN + NaN*im
6.137554307048191 + 1.340953065686664e-15im,NaN + NaN*im,7.22420234349901 + 0.3218267749728428im,NaN + NaN*im,NaN + NaN*im
6.169407530536969 + 3.576805463674187e-10im,NaN + NaN*im,7.025147440667138 + 0.1722087124248988im,NaN + NaN*im,NaN + NaN*im
6.169923986658076 + 3.0424567195278814e-10im,NaN + NaN*im,6.984588442175463 + 0.1732649755529719im,NaN + NaN*im,NaN + NaN*im
6.169643037579717 + 3.3404763795320726e-10im,NaN + NaN*im,7.005219795673651 + 0.1707502466729659im,NaN + NaN*im,NaN + NaN*im
6.172273208048044 + 1.5044394400925005e-10im,NaN + NaN*im,6.946281698314313 + 0.16226146488998522im,NaN + NaN*im,NaN + NaN*im
6.1659215867232495 - 2.526407969327352e-17im,NaN + NaN*im,7.023471836118916 + 0.1931627457028275im,NaN + NaN*im,NaN + NaN*im
6.171629416139444 + 1.9585636027468197e-10im,NaN + NaN*im,7.020010813021946 + 0.15000825623526784im,NaN + NaN*im,NaN + NaN*im
6.174476977105838 + 7.179039480010603e-11im,NaN + NaN*im,6.9603875011083876 + 0.1307653572945391im,NaN + NaN*im,NaN + NaN*im
6.165724833122982 - 4.165836547444567e-17im,NaN + NaN*im,6.99168590843772 + 0.19248325150478im,NaN + NaN*im,NaN + NaN*im
6.1691878065190116 + 3.6602433157911963e-10im,NaN + NaN*im,6.973090241878592 + 0.17653677888695418im,NaN + NaN*im,NaN + NaN*im
6.160481498974415 + 1.5261827235918795e-17im,NaN + NaN*im,7.111327503956209 + 0.22898962935435874im,NaN + NaN*im,NaN + NaN*im
6.150270242652994 + 1.2525670520319458e-16im,NaN + NaN*im,7.042284858065064 + 0.23420419924698999im,NaN + NaN*im,NaN + NaN*im
6.1633896413465825 + 2.85245915758442e-17im,NaN + NaN*im,7.117248313972067 + 0.22110760648669026im,NaN + NaN*im,NaN + NaN*im
6.168857540735447 + 3.9365257106906213e-10im,NaN + NaN*im,6.963445394708799 + 0.17912091515896456im,NaN + NaN*im,NaN + NaN*im
6.16517926917492 - 1.6400864762174088e-17im,NaN + NaN*im,7.047448231431927 + 0.19745418374396595im,NaN + NaN*im,NaN + NaN*im
6.1726175400399725 + 1.4036929986026623e-10im,NaN + NaN*im,6.984757405250945 + 0.14722192912740462im,NaN + NaN*im,NaN + NaN*im
6.171443798226265 + 2.0129095042457746e-10im,NaN + NaN*im,6.98991377490992 + 0.1597104513438749im,NaN + NaN*im,NaN + NaN*im
6.16724762632704 - 2.0189433651752445e-17im,NaN + NaN*im,7.008879022946362 + 0.18650061889435812im,NaN + NaN*im,NaN + NaN*im
6.135109693156816 + 1.7858708292690965e-15im,NaN + NaN*im,7.1255716690324515 + 0.27502548392787457im,NaN + NaN*im,NaN + NaN*im
6.167684693804084 + 9.460584710355374e-18im,NaN + NaN*im,6.986271741369088 + 0.18446319590002955im,NaN + NaN*im,NaN + NaN*im
6.149381771231262 + 1.7719267263915737e-16im,NaN + NaN*im,7.149500714843392 + 0.27060560289961244im,NaN + NaN*im,NaN + NaN*im
6.166453895890073 + 1.0300856800270549e-17im,NaN + NaN*im,6.996254338744761 + 0.19046495503807925im,NaN + NaN*im,NaN + NaN*im
6.1694156114450625 + 3.608552979514782e-10im,NaN + NaN*im,7.037382329495388 + 0.17005515898900833im,NaN + NaN*im,NaN + NaN*im
6.167435848917626 - 1.844735509256397e-17im,NaN + NaN*im,7.037572109597277 + 0.18492433813138034im,NaN + NaN*im,NaN + NaN*im
6.158123802166987 + 7.851969778448375e-18im,NaN + NaN*im,7.011455466815959 + 0.21546910344604964im,NaN + NaN*im,NaN + NaN*im
6.160171092578758 + 1.1548205252535959e-17im,NaN + NaN*im,6.99384192168633 + 0.20778695220301008im,NaN + NaN*im,NaN + NaN*im
6.141236264612574 + 8.580582622767298e-16im,NaN + NaN*im,7.13401207048212 + 0.27178694718386953im,NaN + NaN*im,NaN + NaN*im
6.157854715912675 + 1.8578948464480463e-17im,NaN + NaN*im,7.088830115950141 + 0.23203617399842916im,NaN + NaN*im,NaN + NaN*im
6.1720517662461365 + 1.6132313533765805e-10im,NaN + NaN*im,6.945527655613918 + 0.1636573774112693im,NaN + NaN*im,NaN + NaN*im
6.1504837724339225 + 1.5662191006918647e-16im,NaN + NaN*im,7.028900787564775 + 0.229637722108536im,NaN + NaN*im,NaN + NaN*im
6.16685255246176 + 3.1280991779176974e-17im,NaN + NaN*im,6.972616615195524 + 0.1866272506510344im,NaN + NaN*im,NaN + NaN*im
6.16191340487651 + 3.2837278438353256e-17im,NaN + NaN*im,7.116609582932212 + 0.22476125016370616im,NaN + NaN*im,NaN + NaN*im
6.138325170980203 + 1.2129412741531422e-15im,NaN + NaN*im,7.121958758671331 + 0.2719059870211419im,NaN + NaN*im,NaN + NaN*im
6.1469724264007155 + 3.1228842983959665e-16im,NaN + NaN*im,7.052714047664449 + 0.2406076530927257im,NaN + NaN*im,NaN + NaN*im
6.171828561987342 + 1.844904634353109e-10im,NaN + NaN*im,7.014817121533476 + 0.1474202824460193im,NaN + NaN*im,NaN + NaN*im
6.163494690263204 + 2.1394046334658185e-17im,NaN + NaN*im,6.998487146248726 + 0.20066376623146098im,NaN + NaN*im,NaN + NaN*im
6.155762037147745 + 3.3138434013073346e-17im,NaN + NaN*im,7.007176120889638 + 0.21761347092179348im,NaN + NaN*im,NaN + NaN*im
6.170334806633116 + 2.7178276809132354e-10im,NaN + NaN*im,6.97328443272826 + 0.17026058578912914im,NaN + NaN*im,NaN + NaN*im
6.160412129972139 - 2.654089562768052e-17im,NaN + NaN*im,7.0394036836520115 + 0.21537320676509258im,NaN + NaN*im,NaN + NaN*im
6.174521951911598 + 7.083329227695466e-11im,NaN + NaN*im,6.96450178885556 + 0.1285314992290249im,NaN + NaN*im,NaN + NaN*im
6.173501965019157 + 1.0473662415023813e-10im,NaN + NaN*im,6.98464798556013 + 0.13517664041979166im,NaN + NaN*im,NaN + NaN*im
6.134827184215371 + 1.9336410870479786e-15im,NaN + NaN*im,7.198444280540178 + 0.3083497854642734im,NaN + NaN*im,NaN + NaN*im
6.173894126970987 + 8.878434842761725e-11im,NaN + NaN*im,6.959319537624977 + 0.1402056673270947im,NaN + NaN*im,NaN + NaN*im
6.1528669675541225 + 1.0080446791917067e-16im,NaN + NaN*im,7.0869453949118855 + 0.24361390209474318im,NaN + NaN*im,NaN + NaN*im
6.160390312890418 - 3.979345896949677e-18im,NaN + NaN*im,7.008207550044959 + 0.21022715452835844im,NaN + NaN*im,NaN + NaN*im
6.160299173797749 + 2.7745220141540362e-17im,NaN + NaN*im,7.049391260872432 + 0.21734661473141267im,NaN + NaN*im,NaN + NaN*im
6.151603041500495 + 1.0580302771660001e-16im,NaN + NaN*im,7.149677316080557 + 0.2660912432766091im,NaN + NaN*im,NaN + NaN*im
6.15728128070954 + 1.0072884789475169e-17im,NaN + NaN*im,7.118276348874767 + 0.24167406968829208im,NaN + NaN*im,NaN + NaN*im
6.17235422751055 + 1.5323958461399564e-10im,NaN + NaN*im,6.988717694674946 + 0.1490297281968969im,NaN + NaN*im,NaN + NaN*im
6.171847967464961 + 1.8166603062892377e-10im,NaN + NaN*im,7.010159982856935 + 0.15066547866848487im,NaN + NaN*im,NaN + NaN*im
6.144595549414286 + 4.628384297213244e-16im,NaN + NaN*im,7.224243250162266 + 0.31678618695564137im,NaN + NaN*im,NaN + NaN*im
6.156165383231757 + 2.389383122713682e-17im,NaN + NaN*im,7.190861863993951 + 0.27687358200552803im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.158376791210235 - 1.765679180117471e-17im,NaN + NaN*im,7.114093627829131 + 0.2815199786432757im,NaN + NaN*im,NaN + NaN*im
6.161962594510604 + 2.872564795668772e-18im,NaN + NaN*im,7.020501454917473 + 0.17651030921305874im,NaN + NaN*im,NaN + NaN*im
6.1725798652067985 + 1.0131353868352591e-10im,NaN + NaN*im,7.085484751789998 + 0.3270128736721112im,NaN + NaN*im,NaN + NaN*im
6.166042716639801 - 1.3165940884672121e-17im,NaN + NaN*im,7.017809323734346 + 0.18496097350684937im,NaN + NaN*im,NaN + NaN*im
6.165745991378938 - 4.936112934457992e-18im,NaN + NaN*im,7.034530180533749 + 0.20467974223942118im,NaN + NaN*im,NaN + NaN*im
6.140855290630755 + 1.710988683043733e-15im,NaN + NaN*im,7.031060874347826 + 0.13878861638683582im,NaN + NaN*im,NaN + NaN*im
6.169939382968277 + 3.1922750809715435e-10im,NaN + NaN*im,6.984044667693273 + 0.15829167860702664im,NaN + NaN*im,NaN + NaN*im
6.1749027621228905 + 4.1889447652057734e-11im,NaN + NaN*im,7.070497259956655 + 0.30781411776593015im,NaN + NaN*im,NaN + NaN*im
6.175330476649326 + 3.4322813391328685e-11im,NaN + NaN*im,7.0710298479310385 + 0.3115705752026878im,NaN + NaN*im,NaN + NaN*im
6.172712528257762 + 1.4130214629604795e-10im,NaN + NaN*im,6.954687594155092 + 0.1382089045130254im,NaN + NaN*im,NaN + NaN*im
6.173810245581536 + 8.405215404349561e-11im,NaN + NaN*im,6.994588678257383 + 0.17684775144834108im,NaN + NaN*im,NaN + NaN*im
6.177802666723205 + 1.059812989844175e-11im,NaN + NaN*im,7.013977881596992 + 0.21129067328465798im,NaN + NaN*im,NaN + NaN*im
6.1581928169817255 + 2.7439353152846323e-17im,NaN + NaN*im,7.03130691268302 + 0.17730178468644736im,NaN + NaN*im,NaN + NaN*im
6.155241937504611 + 1.1900385835572659e-16im,NaN + NaN*im,6.961271148308916 + 0.11390101069888148im,NaN + NaN*im,NaN + NaN*im
6.147260585454675 + 3.3367391071901185e-16im,NaN + NaN*im,7.1666375628886145 + 0.25702526379914975im,NaN + NaN*im,NaN + NaN*im
6.176541436691887 + 2.359040638144287e-11im,NaN + NaN*im,6.995592344413158 + 0.18289719735656024im,NaN + NaN*im,NaN + NaN*im
6.173900406238619 + 6.20197507509043e-11im,NaN + NaN*im,7.081152812423997 + 0.32613269525624455im,NaN + NaN*im,NaN + NaN*im
6.150452895112636 + 2.625039475963557e-16im,NaN + NaN*im,7.0794523783049685 + 0.20139948232208704im,NaN + NaN*im,NaN + NaN*im
6.175997865391862 + 2.828689803778775e-11im,NaN + NaN*im,7.031350969247118 + 0.23385319963919057im,NaN + NaN*im,NaN + NaN*im
6.171699559773268 + 2.0871187105306384e-10im,NaN + NaN*im,6.939916032817005 + 0.12625987365190408im,NaN + NaN*im,NaN + NaN*im
6.1701578642905 + 2.420255929407394e-10im,NaN + NaN*im,7.060210077213076 + 0.26065490604486374im,NaN + NaN*im,NaN + NaN*im
6.176474580849145 + 1.8724072694431914e-11im,NaN + NaN*im,7.0780993174395235 + 0.33698910301842866im,NaN + NaN*im,NaN + NaN*im
6.16160961390047 - 4.32387991900636e-17im,NaN + NaN*im,7.048692746949569 + 0.20846387189731316im,NaN + NaN*im,NaN + NaN*im
6.142436273149754 + 8.779467629687445e-16im,NaN + NaN*im,7.145136893506082 + 0.21298626499649434im,NaN + NaN*im,NaN + NaN*im
6.152691736314892 + 1.577386196125647e-16im,NaN + NaN*im,7.0367895993636695 + 0.16742335676508427im,NaN + NaN*im,NaN + NaN*im
6.165703156240884 + 4.051136819595093e-17im,NaN + NaN*im,7.121420972613871 + 0.3488468853517528im,NaN + NaN*im,NaN + NaN*im
6.172202315094295 + 1.190312254504277e-10im,NaN + NaN*im,7.077461416065439 + 0.30637743798807743im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.1722652297959755 + 1.3169535998952818e-10im,NaN + NaN*im,7.1039087225094395 + 0.2639948790972914im,NaN + NaN*im,NaN + NaN*im
6.175666444716356 + 3.38639189101695e-11im,NaN + NaN*im,7.091400104932541 + 0.2516999790803825im,NaN + NaN*im,NaN + NaN*im
6.175705115445621 + 3.578583420262363e-11im,NaN + NaN*im,6.987396146726001 + 0.1847892076999241im,NaN + NaN*im,NaN + NaN*im
6.1736818487262575 + 8.906474185299058e-11im,NaN + NaN*im,6.941346257290027 + 0.16528455839260667im,NaN + NaN*im,NaN + NaN*im
6.175598805356711 + 3.861390908805362e-11im,NaN + NaN*im,6.948248937471863 + 0.1699232999716814im,NaN + NaN*im,NaN + NaN*im
6.172114494785487 + 1.4982347949625031e-10im,NaN + NaN*im,7.002428420363675 + 0.19157397767404474im,NaN + NaN*im,NaN + NaN*im
6.163436397767548 + 3.003815673452638e-17im,NaN + NaN*im,7.019237155837053 + 0.1923343967939975im,NaN + NaN*im,NaN + NaN*im
6.165630373935425 - 1.5362662827335694e-17im,NaN + NaN*im,6.964256748973219 + 0.16616477688553552im,NaN + NaN*im,NaN + NaN*im
6.176941606206621 + 1.8709290913464e-11im,NaN + NaN*im,6.991685553936092 + 0.18617833629850933im,NaN + NaN*im,NaN + NaN*im
6.1773740056710915 + 1.470878320667544e-11im,NaN + NaN*im,6.973054346962455 + 0.1782428989574407im,NaN + NaN*im,NaN + NaN*im
6.157841830048616 - 6.362855251492651e-19im,NaN + NaN*im,7.004621151878703 + 0.17275249793763592im,NaN + NaN*im,NaN + NaN*im
6.151799462862443 + 1.4457977666133132e-16im,NaN + NaN*im,7.050308204159606 + 0.18616715937996461im,NaN + NaN*im,NaN + NaN*im
6.178460595346437 + 7.229721041526041e-12im,NaN + NaN*im,6.973879759708694 + 0.17798027649431342im,NaN + NaN*im,NaN + NaN*im
6.171287635398742 + 2.0306320229413467e-10im,NaN + NaN*im,6.955714228847422 + 0.16918195886134219im,NaN + NaN*im,NaN + NaN*im
6.166842230854083 + 5.469396789091382e-10im,NaN + NaN*im,7.166635596629629 + 0.33116070579230533im,NaN + NaN*im,NaN + NaN*im
6.176754825585213 + 2.0256865292223145e-11im,NaN + NaN*im,7.031103819092167 + 0.20635159256426389im,NaN + NaN*im,NaN + NaN*im
6.149677107337301 + 2.401311091962115e-16im,NaN + NaN*im,7.044768439952164 + 0.17577280442608662im,NaN + NaN*im,NaN + NaN*im
6.1588923376084965 + 1.7453253258108074e-17im,NaN + NaN*im,7.023859156047833 + 0.18617239276958797im,NaN + NaN*im,NaN + NaN*im
6.178601951564367 + 6.3628794887051615e-12im,NaN + NaN*im,7.019941083820584 + 0.1977050001228789im,NaN + NaN*im,NaN + NaN*im
6.168155099944648 + 4.3951940463433394e-10im,NaN + NaN*im,7.079420119206642 + 0.2407184305124194im,NaN + NaN*im,NaN + NaN*im
6.169942386771854 + 2.5555787015044194e-10im,NaN + NaN*im,7.150758526865204 + 0.3158190471960247im,NaN + NaN*im,NaN + NaN*im
6.175021953301146 + 5.02610281035979e-11im,NaN + NaN*im,6.956305860721862 + 0.17186699870684746im,NaN + NaN*im,NaN + NaN*im
6.157694679913505 + 4.864759445600009e-17im,NaN + NaN*im,7.138098917312045 + 0.2772303975447714im,NaN + NaN*im,NaN + NaN*im
6.16415542970812 - 3.6338927945143866e-17im,NaN + NaN*im,7.123088144832291 + 0.2759209176072165im,NaN + NaN*im,NaN + NaN*im
6.150271987910561 + 1.500127113322888e-16im,NaN + NaN*im,7.249567314252911 + 0.39260332105807844im,NaN + NaN*im,NaN + NaN*im
6.175771952308432 + 3.234172198092316e-11im,NaN + NaN*im,7.086876442271362 + 0.24704772518332055im,NaN + NaN*im,NaN + NaN*im
6.175990709595656 + 2.987538065687529e-11im,NaN + NaN*im,7.0493037907367695 + 0.218513196439921im,NaN + NaN*im,NaN + NaN*im
6.165461585390488 + 1.660719989949419e-17im,NaN + NaN*im,7.1594270081400255 + 0.3192856592713931im,NaN + NaN*im,NaN + NaN*im
6.171290753803725 + 1.9987213217904213e-10im,NaN + NaN*im,6.97335418592764 + 0.17715458079474125im,NaN + NaN*im,NaN + NaN*im
6.169921731192481 + 3.015758456964535e-10im,NaN + NaN*im,6.9686588102554445 + 0.17344286925875052im,NaN + NaN*im,NaN + NaN*im
6.173541346113494 + 8.700743855871167e-11im,NaN + NaN*im,7.049528632536371 + 0.21976492024678576im,NaN + NaN*im,NaN + NaN*im
6.152677588686159 + 9.056117441093254e-17im,NaN + NaN*im,7.167945851531556 + 0.293887646853341im,NaN + NaN*im,NaN + NaN*im
6.17575264236085 + 3.439599909943789e-11im,NaN + NaN*im,7.015379000897729 + 0.19789994733583785im,NaN + NaN*im,NaN + NaN*im
6.1679056742798055 - 2.926658426923042e-17im,NaN + NaN*im,6.971047754569511 + 0.17247633498343515im,NaN + NaN*im,NaN + NaN*im
6.165504937085762 + 1.8584098594371795e-17im,NaN + NaN*im,7.031100316764015 + 0.20359658392208022im,NaN + NaN*im,NaN + NaN*im
6.169789681962782 + 3.05374814918575e-10im,NaN + NaN*im,6.999065681693039 + 0.18858972758129944im,NaN + NaN*im,NaN + NaN*im
6.156866067016533 + 4.901240757591558e-17im,NaN + NaN*im,7.134910566990226 + 0.2719268858938616im,NaN + NaN*im,NaN + NaN*im
6.168527441180793 + 4.1218008145127894e-10im,NaN + NaN*im,7.043278363705046 + 0.21453860599929422im,NaN + NaN*im,NaN + NaN*im
6.158973405610891 + 5.4559734708144235e-17im,NaN + NaN*im,7.004006127776697 + 0.17500002528325612im,NaN + NaN*im,NaN + NaN*im
6.164431236421983 - 5.541808720849102e-17im,NaN + NaN*im,6.98352862108606 + 0.17395242074056874im,NaN + NaN*im,NaN + NaN*im
6.1670906367116265 + 9.17585353048056e-18im,NaN + NaN*im,6.975256316515068 + 0.17326324278714236im,NaN + NaN*im,NaN + NaN*im
6.143253532398514 + 8.104215147893134e-16im,NaN + NaN*im,7.112520858565008 + 0.20198792187238326im,NaN + NaN*im,NaN + NaN*im
6.172374382803446 + 1.4292487312798653e-10im,NaN + NaN*im,6.948580295762021 + 0.16715759555262633im,NaN + NaN*im,NaN + NaN*im
6.164524971838976 - 5.425709951410344e-17im,NaN + NaN*im,7.177527175781331 + 0.34046800892711215im,NaN + NaN*im,NaN + NaN*im
6.175911802184584 + 3.229771836245056e-11im,NaN + NaN*im,6.99025416163449 + 0.18595151572491533im,NaN + NaN*im,NaN + NaN*im
6.1767697965775215 + 2.00432825828636e-11im,NaN + NaN*im,7.03734209931785 + 0.20928017388615183im,NaN + NaN*im,NaN + NaN*im
6.178164406336758 + 8.908226067396733e-12im,NaN + NaN*im,6.9686015811227255 + 0.17620846584211677im,NaN + NaN*im,NaN + NaN*im
6.1417663129398825 + 1.0977149354151666e-15im,NaN + NaN*im,7.090078064411098 + 0.17696955955431176im,NaN + NaN*im,NaN + NaN*im
6.171762664898035 + 1.7400092495249947e-10im,NaN + NaN*im,6.958129290960018 + 0.1707284728081957im,NaN + NaN*im,NaN + NaN*im
6.1704994399315884 + 2.5283169780725335e-10im,NaN + NaN*im,6.979694943773846 + 0.1798218187762444im,NaN + NaN*im,NaN + NaN*im
6.162572297131541 - 5.774307188033464e-17im,NaN + NaN*im,7.046114948658541 + 0.20872439672958826im,NaN + NaN*im,NaN + NaN*im
6.157390721119263 - 1.4668120005620085e-17im,NaN + NaN*im,7.022759193469474 + 0.1936481834819686im,NaN + NaN*im,NaN + NaN*im
6.177036859342815 + 1.7685504939516866e-11im,NaN + NaN*im,7.000440315647964 + 0.18840374220628084im,NaN + NaN*im,NaN + NaN*im
6.172222880347065 + 1.4324664553076638e-10im,NaN + NaN*im,7.021793648727062 + 0.20016874540429289im,NaN + NaN*im,NaN + NaN*im
6.168826881668421 + 3.868556922676322e-10im,NaN + NaN*im,7.007514499592124 + 0.19863226981296983im,NaN + NaN*im,NaN + NaN*im
6.170623572594463 + 2.3710684362124887e-10im,NaN + NaN*im,6.997694583729325 + 0.19443728338481686im,NaN + NaN*im,NaN + NaN*im
6.145351564640597 + 5.804348559812236e-16im,NaN + NaN*im,7.13260096352799 + 0.22046500012475376im,NaN + NaN*im,NaN + NaN*im
6.169686601823906 + 3.0977150035739405e-10im,NaN + NaN*im,6.98045441542279 + 0.1897694988533169im,NaN + NaN*im,NaN + NaN*im
6.1682097083227685 + 4.516618274013945e-10im,NaN + NaN*im,7.024145923909848 + 0.2031305862040291im,NaN + NaN*im,NaN + NaN*im
6.156759524472911 + 5.547127823060063e-17im,NaN + NaN*im,7.042050917464908 + 0.2004196943130268im,NaN + NaN*im,NaN + NaN*im
6.15824668338323 - 1.6032826568447834e-17im,NaN + NaN*im,7.08888853584219 + 0.2226100907428343im,NaN + NaN*im,NaN + NaN*im
6.1762723604620335 + 2.6704584146626273e-11im,NaN + NaN*im,6.971702696294534 + 0.18596957577190948im,NaN + NaN*im,NaN + NaN*im
6.176204464412615 + 2.7663706406076086e-11im,NaN + NaN*im,6.967484221817231 + 0.18498761561481256im,NaN + NaN*im,NaN + NaN*im
6.171746425770508 + 1.6860615036301888e-10im,NaN + NaN*im,6.9604654271009245 + 0.18427601831211116im,NaN + NaN*im,NaN + NaN*im
6.172880014624807 + 1.1394800625152024e-10im,NaN + NaN*im,7.059470021820561 + 0.2104952696633166im,NaN + NaN*im,NaN + NaN*im
6.155486056254031 + 5.986899181545462e-17im,NaN + NaN*im,7.209947701884661 + 0.2976847567969617im,NaN + NaN*im,NaN + NaN*im
6.145867467646554 + 4.921709722352264e-16im,NaN + NaN*im,7.083036778820976 + 0.19492893585066012im,NaN + NaN*im,NaN + NaN*im
6.171315731902356 + 1.920903025245023e-10im,NaN + NaN*im,7.039277324134851 + 0.20567268211668005im,NaN + NaN*im,NaN + NaN*im
6.163734391234131 + 4.176532788926217e-17im,NaN + NaN*im,6.991198918188243 + 0.1895270157389461im,NaN + NaN*im,NaN + NaN*im
6.158463855029881 + 6.710907417451129e-17im,NaN + NaN*im,7.137428698018955 + 0.24874257567405603im,NaN + NaN*im,NaN + NaN*im
6.1638941195610375 + 5.509072489760402e-17im,NaN + NaN*im,7.0966378531941965 + 0.23031379114607894im,NaN + NaN*im,NaN + NaN*im
6.158985856457439 + 1.3102614935504782e-17im,NaN + NaN*im,7.0494523881174365 + 0.2066953778368683im,NaN + NaN*im,NaN + NaN*im
6.172539015219206 + 1.283897895162018e-10im,NaN + NaN*im,7.050786025321571 + 0.20858752781178982im,NaN + NaN*im,NaN + NaN*im
6.155580868090283 + 8.572511424483924e-17im,NaN + NaN*im,7.085405256054629 + 0.21733707317640444im,NaN + NaN*im,NaN + NaN*im
6.139178603560963 + 1.6871203599987359e-15im,NaN + NaN*im,7.101353928117113 + 0.1782918278801625im,NaN + NaN*im,NaN + NaN*im
6.166832052700931 + 1.0502093920077909e-17im,NaN + NaN*im,7.017163100519057 + 0.20115404959110383im,NaN + NaN*im,NaN + NaN*im
6.154934430528566 + 9.205484918460527e-17im,NaN + NaN*im,7.14530198966009 + 0.24827553104789654im,NaN + NaN*im,NaN + NaN*im
6.171624840879467 + 1.7378322914093355e-10im,NaN + NaN*im,7.008904822000269 + 0.1984816483144221im,NaN + NaN*im,NaN + NaN*im
6.1653632586101015 - 2.4124639847047797e-18im,NaN + NaN*im,7.001768787632825 + 0.19473370466673023im,NaN + NaN*im,NaN + NaN*im
