chisq,a1,a2,c,b1,b2,alpha,beta,r,bg,ct
29.708202100388416,0.0975694277285929,-3.599991300528656,2.880320351606048,-1.7780432166824265,-6.765825827335686,67.57742669886348,0.012336,1.0,0.0,3.3681608315234075
29.708176556179012,-0.12351187423697568,-3.814448998324724,2.8672430632187313,-1.618360622730751,-6.87293034379716,68.09663159998036,0.012336,1.0,0.0,3.3267279289792686
29.70801987817493,-0.3126973161538712,-4.383369988383063,2.9051909795389337,-1.4539882630834073,-7.171229041247894,69.51648174090174,0.012336,1.0,0.0,3.239648716938506
29.708203052822434,-0.2735914795762676,-4.321468837699896,2.7818215436508336,-1.4239253336395286,-7.1330253201310505,70.1106908373813,0.012336,1.0,0.0,3.204461274685306
29.70826271708306,-0.1728983842305858,-4.25160070691913,2.700518501177088,-1.4486813424276743,-7.081041353482368,70.42369584081727,0.012336,1.0,0.0,3.189252567782202
29.708187117362506,-0.053956676073596124,-4.189180092169781,2.6630611050892616,-1.5020717789380789,-7.037028234176481,70.52014400377624,0.012336,1.0,0.0,3.1886222449152957
29.708041504930883,0.07031793423537816,-4.130782317383754,2.652765101323945,-1.572047479058237,-7.000140897982272,70.4407366760795,0.012336,1.0,0.0,3.198614684265764
29.708265455449144,0.27869326093475605,-4.043922246583558,2.6772848731403442,-1.7086308515517374,-6.95511682240644,70.15769373664341,0.012336,1.0,0.0,3.2255508482871953
29.70821172646263,0.4779472014225669,-3.9667045754072956,2.743006735462411,-1.8640083866486024,-6.927333474557304,69.54756416650605,0.012336,1.0,0.0,3.270507250724796
29.708324540718156,0.5737980911201913,-3.937923454588929,2.792258893586435,-1.9451091220468197,-6.924362971926737,69.30276319905956,0.012336,1.0,0.0,3.2907825348154915
29.70816749199841,0.6620789154373083,-3.9160995636917377,2.854062325478122,-2.0284433402672475,-6.929291283682315,69.00677124576197,0.012336,1.0,0.0,3.3145747433311765
29.708187772738835,0.7370540445078055,-3.9115422740046446,2.9343779486976063,-2.1098178462570454,-6.950048248653166,68.74140660726479,0.012336,1.0,0.0,3.3367335662823523
29.70818267773065,0.773280046765855,-3.937002810703669,3.038106180499135,-2.175588577386258,-6.994395295357368,68.44152022272829,0.012336,1.0,0.0,3.3596899746367064
29.708149384877892,0.74665210589365,-3.986142220717007,3.1199906030760887,-2.191033862693488,-7.043602755396378,68.28870891009937,0.012336,1.0,0.0,3.3706218783814146
29.708204515398908,0.6844185988085362,-4.042050166223893,3.1794977160269093,-2.1763203882651325,-7.086366509050796,68.20182138245146,0.012336,1.0,0.0,3.3752692525324237
29.70820063706605,0.531911237252329,-4.143571005404186,3.2475376155207907,-2.109899088971938,-7.1364195497497205,67.98886344446258,0.012336,1.0,0.0,3.38181886024125
29.708185878804485,0.37551074759584885,-4.238661484263662,3.2809491931276167,-2.0304135624559496,-7.138256341154803,67.78901149663731,0.012336,1.0,0.0,3.3858047959703734
29.70831378629561,0.21681704136703145,-4.348881716161485,3.3007924359655596,-1.950944423828404,-6.989331516128712,67.80182894275138,0.012336,1.0,0.0,3.379492552865568
29.708176251265826,0.03863049537120404,-4.420706775561096,3.2779795810249683,-1.8338549017185874,-7.003403995109235,67.9098565899916,0.012336,1.0,0.0,3.3638045302102726
29.708272822717436,-0.12736359020284693,-4.461410173751186,3.209300362342035,-1.7049616799152592,-7.013924154511724,68.13750533962589,0.012336,1.0,0.0,3.3392793158323397
29.708179374956767,-0.2565915986581844,-4.437897730603289,3.0795271712820926,-1.5681853520904638,-7.127562699405325,68.50078951167927,0.012336,1.0,0.0,3.304442331877294
29.708153408205884,-0.2966462196809793,-4.413914590089173,2.996221540667531,-1.5045488654386707,-7.171225882837567,68.99943068454121,0.012336,1.0,0.0,3.2720115820345415
29.708027695870545,-0.3126973161538712,-4.384233944683992,2.905128370475603,-1.4539143647047241,-7.171341320782665,69.51059582969131,0.012336,1.0,0.0,3.2398887324942613
29.708105172890612,-0.29222322609646767,-4.339060012275491,2.9725447481350824,-1.535770594923507,-7.132411876345619,68.11979559767722,0.012336,1.0,0.0,3.3198023295795576
29.727597077095943,-0.2517057444394108,-4.392817282822923,3.0619326215065747,-1.6097838671757125,-6.923399555527306,67.62266684048373,0.012336,1.0,0.0,3.3542955427072068
29.708174404559447,-0.1517389936779171,-4.303119896379175,3.1160030281984668,-1.744029620788045,-6.844849710573049,66.45517483096624,0.012336,1.0,0.0,3.4309716370167194
29.708131032490705,-0.03321123931721473,-4.229330461462523,3.152838640499888,-1.8604203979751435,-6.7994581105987235,65.85495959602318,0.012336,1.0,0.0,3.4752920932414737
29.708189849249266,0.09693634966559435,-4.172374232104058,3.1786146408687124,-1.9636543393411965,-6.767110914581536,65.56936049558358,0.012336,1.0,0.0,3.500248009216836
29.708745839785962,0.2354586289275563,-4.129800494925874,3.191117347802843,-2.051652699070222,-6.734443524268667,65.6357427345931,0.012336,1.0,0.0,3.504008094845708
29.714513754043644,0.38637280736327695,-4.118076070783393,3.1909337293250593,-2.116127840900229,-6.715842672130132,66.11281946893396,0.012336,1.0,0.0,3.4822383951892455
29.7081744185904,0.5237029286848578,-3.877882604061994,3.1180502250291164,-2.209762241797469,-6.9689298968640125,65.36706958575216,0.012336,1.0,0.0,3.5298075700235767
29.708232493370712,0.6851012490030507,-3.8682728943290337,3.0954127164445273,-2.2494805681979004,-6.9668821799383345,66.33079419286264,0.012336,1.0,0.0,3.4788243689170417
29.70818773787597,0.773280046765855,-3.9387016208168366,3.0385613610657902,-2.1751189164240357,-6.995505346699473,68.47338226271418,0.012336,1.0,0.0,3.358095313386747
29.70817311394503,0.7528058818575928,-4.001726539416461,3.001623755079358,-2.093741140120095,-7.022230908323723,69.75895475440304,0.012336,1.0,0.0,3.2860120893668103
29.708182400266566,0.7131313492016763,-4.057746040276663,2.971710295596803,-2.0197988290702003,-7.046802618225079,70.79442353098403,0.012336,1.0,0.0,3.228988009655365
29.708184876800342,0.6124244193170371,-4.151922210437848,2.9186600143409174,-1.8871326705086418,-7.08745265093728,72.41026214995661,0.012336,1.0,0.0,3.140883446143666
29.70816231972826,0.497313607056551,-4.23301430839871,2.8746633766435523,-1.7687832597083923,-7.123255227727198,73.65534318416229,0.012336,1.0,0.0,3.0735046549896983
29.708175073532193,0.37209582300732097,-4.304150810503972,2.836874541201401,-1.6611840557436999,-7.154842223944269,74.55903410010765,0.012336,1.0,0.0,3.023383770068742
29.708195953705914,0.238978956878734,-4.36472778350837,2.8059404146613214,-1.564443181019236,-7.182006213461727,75.07348892580619,0.012336,1.0,0.0,2.9914943047180365
29.708176215860707,0.09798527345639482,-4.412966956867916,2.784505758995887,-1.479592263962602,-7.203575467424966,75.13679573400609,0.012336,1.0,0.0,2.9802516569074555
29.7082474937596,-0.05232424472357612,-4.4463561590440515,2.7765462150218903,-1.410719069304083,-7.2179246561968915,74.52630754336369,0.012336,1.0,0.0,2.9995631270249756
29.708192585599,-0.2137905727427984,-4.4477327835273215,2.800551482567368,-1.3751509218410198,-7.216513500818023,72.863474846749,0.012336,1.0,0.0,3.0705036913486285
29.708019670867202,-0.3126973161538712,-4.38371016557975,2.905355689301824,-1.4540466850501546,-7.171411725092774,69.5151050856851,0.012336,1.0,0.0,3.2397252904029905
29.70816247420398,-0.17589462524485672,-4.736672216197104,2.965808056729563,-1.4924198933909083,-7.409014591955047,71.12506211013975,0.012336,1.0,0.0,3.1672631112001284
29.708087944812046,0.08926706022002953,-4.806408294134421,3.0302118215070557,-1.6430417618742612,-7.478723839136028,71.56294541161132,0.012336,1.0,0.0,3.1618887245918197
29.708188408884283,0.5130094624974495,-4.545101152843617,3.087320897040501,-1.9364570288525829,-7.352815172944222,70.63505822793543,0.012336,1.0,0.0,3.2326121478536702
29.708213327889425,0.685917170405598,-4.28637321583043,3.083891129131331,-2.0792625166607532,-7.205316807371851,69.63378753964778,0.012336,1.0,0.0,3.2929187131009328
29.70828821346172,0.773280046765855,-3.9392554984443113,3.0371741544144584,-2.1732990321886567,-6.995506008949481,68.51946079586436,0.012336,1.0,0.0,3.3557356885554395
29.708186373549644,0.4828812503319636,-4.23161105365752,3.1590908405849643,-2.0609373669793545,-6.777740444250989,67.9641518191056,0.012336,1.0,0.0,3.3766038802664804
29.661974750918617,0.47625121817011545,-4.212068111528359,3.1355220557168577,-2.0525532864486706,-6.715758961678987,68.12461341142999,0.012336,1.0,0.0,3.3685266381104277
29.22370830610471,0.18671060292080316,-4.294688976025404,3.0651807181739836,-1.8410680690791077,-6.715758961678987,68.79165921981918,0.012336,1.0,0.0,3.316646717834272
29.495361880370712,-0.17102541849968328,-4.396214189469448,2.9955789548404574,-1.6052361524894039,-6.715758961678987,69.01990065304592,0.012336,1.0,0.0,3.283373086109915
29.680705026881725,-0.24389171251886077,-4.417487315403681,2.9842952988831377,-1.5604994352960664,-6.715758961678987,68.98722682387451,0.012336,1.0,0.0,3.2807380805191375
29.708296659092305,-0.26100239652449375,-4.4348531413657115,3.0306104111647287,-1.558368636453955,-6.931906697053587,68.45750446803584,0.012336,1.0,0.0,3.3044846788713746
29.70821498656087,-0.2884916304202384,-4.554295755235795,2.924320838602618,-1.447131662067687,-7.282590325459835,70.30843920862819,0.012336,1.0,0.0,3.200959854887107
29.708140611783552,0.0070673414026989345,-4.809763318811616,3.0128404664420665,-1.5925872959974297,-7.473324589259802,71.54798932848911,0.012336,1.0,0.0,3.1576501574450666
29.708282292352138,0.5811307157754739,-4.461236204987441,3.0896943148980283,-1.9918645806004651,-7.305803906090503,70.23278854688681,0.012336,1.0,0.0,3.2566512983126295
29.708169676376258,0.7725278987440594,-3.9073867187988705,3.032548193857083,-2.1792162824081447,-6.976059544175808,68.35037351940032,0.012336,1.0,0.0,3.3645277678012504
29.708888004213115,0.49565989644382386,-4.208069440851736,3.140367436948181,-2.066664416476903,-6.715758961678987,68.08934756217077,0.012336,1.0,0.0,3.3715198637126127
29.19914157142817,0.10024764408490039,-4.319033342618885,3.0464308236944646,-1.7814050928717442,-6.715758961678987,68.92049676738333,0.012336,1.0,0.0,3.304886630211672
29.70822667764014,-0.2586964045335566,-4.433831908099497,3.0063742706183842,-1.5560773205091132,-6.805404757538725,68.74119800102973,0.012336,1.0,0.0,3.291428271004002
29.70817505508556,-0.26274499461571904,-4.412319707087056,3.0314343398488095,-1.5559715739366178,-6.991794574862844,68.35047658556512,0.012336,1.0,0.0,3.3093258148231817
29.708180775709927,-0.3126973161538712,-4.376668402444309,2.9029754375088457,-1.4533198092853206,-7.167460575853977,69.51391283884428,0.012336,1.0,0.0,3.2397035294555994
29.708169931456325,-0.2508931969205933,-4.294270559565674,2.942206807232803,-1.5639725799294477,-7.107387383854806,65.95773970529447,0.012336,1.0,0.0,3.4274043126597284
29.70817269084735,-0.1441813571628101,-4.213157612292461,2.9585004099515104,-1.665745579476386,-7.067789817011464,64.17711789379757,0.012336,1.0,0.0,3.5321745730804475
29.708183576398078,-0.04382466491258312,-4.14871799469089,2.9672226640861843,-1.7475572885793804,-7.042312919268391,63.28597317306044,0.012336,1.0,0.0,3.5891603562030987
29.708153979456004,0.037586223886249825,-4.105438480753166,2.972645321323315,-1.807762852839971,-7.025639416381498,62.8405395999322,0.012336,1.0,0.0,3.6198916105331995
29.707816851936638,0.23883349726916098,-4.010995822908116,2.9877471515657112,-1.947539944666747,-6.9910427230074434,62.434906347053754,0.012336,1.0,0.0,3.6555893796817616
29.708202816704425,0.42256954135865593,-3.942005720958438,3.00613346332586,-2.0652297251811262,-6.967221201387076,62.77606637534998,0.012336,1.0,0.0,3.6468739400222194
29.708274548551785,0.5016079201019872,-3.921882482948998,3.01627291421493,-2.110272623648263,-6.961902769617666,63.15541059039795,0.012336,1.0,0.0,3.62953755102011
29.708173348338057,0.6011185650493069,-3.9005819046425305,3.0253222472848256,-2.162293309667284,-6.956930903167853,63.91585414090929,0.012336,1.0,0.0,3.5918308555049068
29.70814328126874,0.7096657696367719,-3.891939724701359,3.0376121762537265,-2.2028552039605023,-6.960996554563726,65.43660209597557,0.012336,1.0,0.0,3.5136688334868875
29.70820345147223,0.773280046765855,-3.937055873272181,3.0377345274490866,-2.1753228046546678,-6.9943415198664445,68.4743337532395,0.012336,1.0,0.0,3.3579850068045842
29.70817016348614,0.7429615781354413,-4.001258938464157,3.023921313920489,-2.0991856341925246,-7.0323335193671,70.88663178074499,0.012336,1.0,0.0,3.2382190231386563
29.70825038774264,0.6602984541314165,-4.082006342811481,2.9982520601000404,-1.9918252897529758,-7.076090995081024,73.29770369816612,0.012336,1.0,0.0,3.122402152964033
29.70701137729548,0.4131820914485283,-4.243661380182106,2.9373177430147885,-1.7593238546281005,-7.158842163199886,76.91346964733137,0.012336,1.0,0.0,2.9522345664338063
29.70816433912188,-0.0609618199581337,-4.419122013146798,2.866960684357611,-1.4653653427562914,-7.2337907394383585,77.04056571983202,0.012336,1.0,0.0,2.917386833168139
29.708206881259482,-0.14355798933578542,-4.430742411948345,2.865726741875329,-1.435446753976842,-7.233664410330733,75.96498727156197,0.012336,1.0,0.0,2.9569590184283445
29.708023581155853,-0.3126973161538712,-4.383290629036992,2.9052762170598747,-1.4538718092474725,-7.171326835673943,69.51292160954034,0.012336,1.0,0.0,3.2397669395779087
29.708169680466668,-0.28327631128039377,-4.422532146842079,2.8750720216292645,-1.4124168203949816,-7.207823686975797,72.26936827527257,0.012336,1.0,0.0,3.108182029164831
29.708172554736194,-0.20322782916308302,-4.43808798811199,2.8575516004825907,-1.4103097432263627,-7.229087371925657,74.78193568602619,0.012336,1.0,0.0,2.9996812241590742
29.7082381520288,-0.0916724899645186,-4.431889651231397,2.8526530324123267,-1.441738182731809,-7.234963515530054,76.64339155018217,0.012336,1.0,0.0,2.927311394189559
29.74376427625606,0.03433810182226302,-4.409524464189651,2.8608471989187008,-1.4945873908922265,-7.230642054916375,77.86452512025686,0.012336,1.0,0.0,2.8848459170220013
29.70810969692479,0.3826688991883869,-4.2696134345735,2.9190864441890603,-1.7217815789066284,-7.168004623819459,77.12043508298717,0.012336,1.0,0.0,2.936830193991719
29.70817824167028,0.48935417094677314,-4.209443221908706,2.942973789600167,-1.8101991242246975,-7.138383056017969,76.05156605512873,0.012336,1.0,0.0,2.9879127159368077
29.708177533787097,0.5891776877504763,-4.144959907008937,2.970790368140519,-1.9049206997132857,-7.106568110119353,74.62757878247893,0.012336,1.0,0.0,3.055349756736053
29.70812262428013,0.6764282473838935,-4.075318483042901,2.9964482271602075,-2.001084231268794,-7.070589231543893,72.88980896767906,0.012336,1.0,0.0,3.1384149649912167
29.708083722892493,0.7440973474408958,-4.00383015439944,3.020835754951209,-2.0961006898249677,-7.032479615868524,70.81937232334401,0.012336,1.0,0.0,3.239780970638378
29.708256196323482,0.773280046765855,-3.938711770014523,3.0375128577068367,-2.1743022511153796,-6.995491023476329,68.47243759614287,0.012336,1.0,0.0,3.3581133172875255
29.70820702039372,0.716392670222399,-3.886335147236416,3.043317606135343,-2.2123787580655594,-6.960463691068118,65.60919361610044,0.012336,1.0,0.0,3.5074699297464362
29.70823819568294,0.5867298888490797,-3.8932035891693575,3.0318654975907386,-2.1688368737811032,-6.954362668700968,63.814683040391714,0.012336,1.0,0.0,3.6009104692447345
29.708136063872644,0.43974276517471517,-3.9281397407420764,3.0203722977904337,-2.092709712329059,-6.96394091140396,62.89359819054367,0.012336,1.0,0.0,3.646702438955486
29.70827963230849,0.2864169246673334,-3.9774889243880276,3.004825672686878,-1.998222887544213,-6.979138815460657,62.50903704892217,0.012336,1.0,0.0,3.660605879132587
29.708286971741448,0.08989614534303043,-4.073519951818169,2.9955118169348767,-1.8658534939854556,-7.0148479681916545,62.70297568129112,0.012336,1.0,0.0,3.637533889339091
29.708173841900972,-0.09471339196467589,-4.175641726516968,2.980373363011174,-1.7232730318226612,-7.051026096495645,63.726240889933145,0.012336,1.0,0.0,3.5663155479213278
29.708185404336966,-0.24825508193492282,-4.289635705593332,2.9538953412534785,-1.576441274665318,-7.103195379812299,65.92272764849163,0.012336,1.0,0.0,3.432779923553398
29.70817153884325,-0.295783683116607,-4.340556407632321,2.931203525927872,-1.5089016814626182,-7.137106865983443,67.56144681046047,0.012336,1.0,0.0,3.341384219729052
29.708092303488193,-0.019659242272238198,-4.758096750777002,3.01180136862413,-1.6375668540173174,-6.882376993224557,70.4002736066997,0.012336,1.0,0.0,3.2180882954101455
29.70817945728134,-0.024299573923387496,-4.696520258599837,2.9167298595366913,-1.6071623214375186,-6.728089733445312,71.08469773651093,0.012336,1.0,0.0,3.1843605149893297
29.708172893549254,-0.003025455549626188,-4.574941122648249,2.726501048254629,-1.498715605315566,-7.26763324933583,71.81493047546988,0.012336,1.0,0.0,3.1280271941306026
29.70817950093374,0.023872841042731296,-4.355719021860367,2.669822602774875,-1.5203481776858134,-7.130288748104503,71.23888937829898,0.012336,1.0,0.0,3.155813399281158
29.708074105527555,0.06857542192959815,-4.129931915718089,2.652765101323945,-1.5708606868758372,-6.999747320953812,70.46326043007517,0.012336,1.0,0.0,3.1973818808089143
29.70817143697919,0.11725777977844459,-3.953152508065462,2.663434343793877,-1.6299794837039692,-6.90408800540505,69.70599974825369,0.012336,1.0,0.0,3.2402436794725293
29.70816495734472,0.1797645055692696,-3.779406629382993,2.6977441287793997,-1.7079815254812543,-6.817013785291171,68.91209616448721,0.012336,1.0,0.0,3.2877779905096225
29.70812149958683,0.3260578203794332,-3.5392423451719615,2.8331997759746894,-1.8928634241001576,-6.721833890417457,67.6948646742075,0.012336,1.0,0.0,3.3707384276658003
29.708238178789475,0.3911840724481376,-3.5064890688862267,2.9222593720116428,-1.9792357619994667,-6.72726478288543,67.29711314118323,0.012336,1.0,0.0,3.401071779258062
29.708242966606573,0.4409169716782103,-3.5560837299407666,3.038482688536137,-2.0560041938064115,-6.7830671456378795,67.10602761435058,0.012336,1.0,0.0,3.420555288510564
29.708230371501934,0.4528760268445696,-3.6529622089130807,3.1196125228825617,-2.0887375878410372,-6.85102992138912,67.07162327450818,0.012336,1.0,0.0,3.4269146547055582
29.70819466011007,0.4369159999279054,-3.761820633887735,3.177157583970249,-2.090438780337775,-6.915325654148299,67.12734432542007,0.012336,1.0,0.0,3.4252117257096715
29.708136263562917,0.40659162096866974,-3.8770853392419475,3.2204662256385648,-2.0769146751020955,-6.97393132025527,67.19730403199227,0.012336,1.0,0.0,3.4209954026638427
29.708097582546195,0.30335232639236487,-4.10898676458453,3.275347355811534,-2.0140612647833223,-7.039529373627202,67.32685448182646,0.012336,1.0,0.0,3.4089525648960355
29.708199239567733,0.2152906197515866,-4.345931394025543,3.3007924359655596,-1.95171467850111,-6.988756396833186,67.73285360361459,0.012336,1.0,0.0,3.382983303400229
29.70817982550797,0.11320209900075684,-4.615819853550371,3.258962488942412,-1.8326404663333826,-7.078735532983467,68.61845304158356,0.012336,1.0,0.0,3.3258650806043275
29.70817377064893,0.04280393285191342,-4.73332817620335,3.188079117569774,-1.7449798603719453,-7.092331359438016,69.16740337670893,0.012336,1.0,0.0,3.2884683185793717
29.70820109311693,0.2211808903836684,-4.652484337031049,3.172596513807903,-1.8908626021870596,-6.953926641781221,68.36073732744256,0.012336,1.0,0.0,3.343481346841967
29.57766252490236,0.4993662239100827,-4.407103815617659,3.1200262338119433,-2.0519298937948967,-7.26381806010908,67.79589881483226,0.012336,1.0,0.0,3.3842359794255437
29.708283598018042,0.6831178389351423,-3.862315563681974,3.0942583456940604,-2.2494805681979004,-6.962860781480285,66.28042516057249,0.012336,1.0,0.0,3.4814357231151867
29.708187457545307,0.3905054220112554,-3.5064890688862267,2.923010691943914,-1.9791836292230747,-6.727594815668734,67.29742567829541,0.012336,1.0,0.0,3.401252042479941
29.708151192280752,0.04667036006517561,-3.6935212719172683,2.8108232038499006,-1.6435560140528191,-6.805562749129926,69.69185664566065,0.012336,1.0,0.0,3.2466440579631928
29.708174561863082,-0.14464138692843087,-4.02758122665943,2.774345482684002,-1.4537379757287905,-6.980789917354436,71.57751743050746,0.012336,1.0,0.0,3.1368709526729592
29.708178799365463,-0.21445636534744772,-4.413060036380794,2.7952805719137976,-1.3757999412583892,-7.1963054143917375,72.80765945354591,0.012336,1.0,0.0,3.072854851307256
29.708176675024408,-0.09517654583023108,-4.744929898745964,3.0327740808672754,-1.586822794084882,-6.9455505106537245,70.50295614107212,0.012336,1.0,0.0,3.207151948637774
29.70817456358394,0.26691791136394294,-4.597399938255221,3.181983685316044,-1.9381244681353484,-6.92199783688991,68.01358541417052,0.012336,1.0,0.0,3.3657565777418275
29.708142806785588,0.5952126698285528,-4.280244679318049,3.1351302040251894,-2.1492890891341205,-7.199256696640451,67.12214065847515,0.012336,1.0,0.0,3.4281075409113235
29.142538228226403,0.49573978357216697,-3.9037741848489893,3.0257889319381603,-2.0583661647374267,-6.97104530822869,67.53779357029615,0.012336,1.0,0.0,3.398095503344069
28.92543822294446,0.10384148343816701,-3.9821299341749055,2.8733787616618303,-1.679080799960193,-6.979317632837983,70.08961910025164,0.012336,1.0,0.0,3.232529782383776
29.708163146531163,-0.2085166148304464,-4.518219537419649,2.8137983695781315,-1.3777988501473886,-7.257584903976738,72.93080264279982,0.012336,1.0,0.0,3.067792789259794
29.708348368519456,0.010325067072530558,-4.774751499405575,3.0942863134552145,-1.6850528900062525,-6.994894812395501,69.83900575973726,0.012336,1.0,0.0,3.2494765681632125
29.70822115342878,0.32218010819757914,-4.51874887769284,3.1924165946876086,-1.992748112923585,-6.881833913844042,67.69400167499279,0.012336,1.0,0.0,3.3876047981746353
29.708106433896628,0.6641036222637499,-4.075156746100701,3.123122054882659,-2.221188275905738,-7.08615069318016,66.6257912381077,0.012336,1.0,0.0,3.460768107013089
28.919342472704315,0.17407090050043256,-3.9154078226688407,2.8939729703120722,-1.748494750737336,-6.947293029001978,69.49638877777008,0.012336,1.0,0.0,3.2684829775049464
29.708221252746142,-0.16577633928831775,-4.091268529128651,2.773694852746782,-1.432238254011894,-7.015624979027051,71.83200143907565,0.012336,1.0,0.0,3.122867105257317
29.708182383559844,-0.21332732979006774,-4.448600582411316,2.8000394772806314,-1.3751509218410198,-7.216609242990736,72.8699547711356,0.012336,1.0,0.0,3.070096366017844
29.708172915737716,-0.021663888093580885,-4.755402262741478,3.1135553005795353,-1.6625069828183145,-7.253629509537733,69.31446931020564,0.012336,1.0,0.0,3.2698742269348258
29.708106326406185,0.08793002156519036,-4.807209429885737,3.0297068065346195,-1.6420044031921657,-7.478723839136028,71.56001238044618,0.012336,1.0,0.0,3.1618852920578693
29.708205738660208,0.25796764475188527,-4.45115611206999,3.151920199897206,-1.834169051993685,-7.349957776695366,70.77291846519775,0.012336,1.0,0.0,3.22370754593779
29.708192992390927,0.3549933484173815,-4.116399799675366,3.168310469011275,-1.9527125481030054,-7.17305985337226,69.65990689897535,0.012336,1.0,0.0,3.2893665215000985
29.708277245764197,0.4197618798121273,-3.7944103848514805,3.12258650830943,-2.026067856672722,-6.9735143446397405,68.59605578207989,0.012336,1.0,0.0,3.3471759685471945
29.708212017907563,0.4378492874078953,-3.6397998154929696,3.067780952308012,-2.041729234984307,-6.8628886056135,68.0631398501587,0.012336,1.0,0.0,3.3734925258745365
29.708208570530367,0.3908256005473256,-3.5064890688862267,2.9219560593758995,-1.978844179928332,-6.727349950125047,67.30420710011511,0.012336,1.0,0.0,3.400748992830755
29.72308233465203,0.18128784931431435,-3.857027902769576,3.092527173390407,-1.9158641332067576,-6.715758961678987,66.56895659262439,0.012336,1.0,0.0,3.4348195555093377
29.745400590960735,0.1823958105860155,-3.8454360960678375,3.092120028485808,-1.9180282155505484,-6.715758961678987,66.51897552396711,0.012336,1.0,0.0,3.437573448110157
29.63255463829527,0.17639078926827917,-3.9048078968602065,3.092761808464754,-1.906222698768205,-6.715758961678987,66.7832055696076,0.012336,1.0,0.0,3.4230107650926156
29.26433124050292,0.13589963150885237,-4.165326699136032,3.0690142666977103,-1.83367708873681,-6.715758961678987,68.10414398726162,0.012336,1.0,0.0,3.349586579313733
29.23639294806811,0.0773909133150254,-4.430540567016005,3.032919792018611,-1.7484182719780819,-6.715758961678987,69.44613324474022,0.012336,1.0,0.0,3.276443825769133
29.370565108310632,0.04478694591693905,-4.558216254148035,3.019905315473001,-1.708837648970013,-6.715758961678987,70.04969003436909,0.012336,1.0,0.0,3.244280902965616
29.538901384341642,0.018745426522582598,-4.655478029083179,3.013742271400954,-1.6808337677718366,-6.715758961678987,70.44884802597316,0.012336,1.0,0.0,3.2230111435401376
29.70819997919169,-0.0025857566213021155,-4.753977668815835,3.0364192492081408,-1.6636658632808643,-6.805438115882419,70.45496058289095,0.012336,1.0,0.0,3.220125663004618
29.708201562121562,-0.010376597355411354,-4.768236248782962,3.112084470661472,-1.6755286736145392,-7.106297616822994,69.49432720085389,0.012336,1.0,0.0,3.2638076867401677
29.199082678850978,0.10402191821272033,-4.31768238797456,3.0472121816592823,-1.7841232913022078,-6.715758961678987,68.90275034172208,0.012336,1.0,0.0,3.305967589084535
29.662471724874834,0.003370484746979596,-4.711883895373337,3.0120772186831104,-1.6657756683821232,-6.715758961678987,70.64834903622317,0.012336,1.0,0.0,3.2123418307174676
29.708187373705215,-0.003045920755013587,-4.762636983779735,3.048887968323136,-1.6654612224786391,-6.850476660979432,70.31780264635404,0.012336,1.0,0.0,3.2262177199178383
29.637832621785098,0.05796705665193763,-4.660571770120332,3.028671813590194,-1.724262818371645,-7.344777685865691,66.1426563380472,0.012336,1.0,0.0,3.42932322342036
29.70816893545486,0.0930142521898617,-4.517367924072589,3.031614265501524,-1.7915131963651052,-7.2605560927760555,64.25683985832124,0.012336,1.0,0.0,3.5366345071327445
